Company_ID,Year,Environmental_Score,Social_Score,Governance_Score,ESG_Score
C0251,2015,81.38,67.14,80.34,76.29
C0251,2016,78.23,81.64,40.83,66.90
C0251,2017,68.68,46.25,49.34,54.76
C0251,2018,87.80,46.49,72.75,69.01
C0251,2019,50.02,67.84,58.79,58.88
C0251,2020,45.46,87.32,89.12,73.97
C0251,2021,82.70,60.75,73.27,72.24
C0251,2022,61.96,56.35,87.83,68.71
C0251,2023,82.35,70.33,50.07,67.59
C0251,2024,84.65,86.52,83.20,84.79
C0252,2015,43.12,81.85,56.07,60.35
C0252,2016,84.17,89.77,89.48,87.81
C0252,2017,62.42,41.13,47.88,50.48
C0252,2018,65.52,45.64,65.82,58.99
C0252,2019,71.33,70.47,79.64,73.82
C0252,2020,86.32,81.03,61.63,76.33
C0252,2021,40.96,54.26,63.40,52.87
C0252,2022,63.84,51.96,89.32,68.37
C0252,2023,74.39,79.35,61.27,71.67
C0252,2024,76.14,42.82,70.20,63.05
C0253,2015,74.63,58.47,42.73,58.61
C0253,2016,46.72,65.29,82.11,64.71
C0253,2017,54.97,68.02,72.41,65.13
C0253,2018,57.94,76.43,60.20,64.86
C0253,2019,80.22,57.74,40.81,59.59
C0253,2020,53.94,70.63,69.58,64.72
C0253,2021,50.54,69.27,40.63,53.48
C0253,2022,87.87,67.38,40.06,65.10
C0253,2023,40.44,72.02,70.80,61.09
C0253,2024,89.89,52.97,49.45,64.10
C0254,2015,73.84,44.23,49.59,55.89
C0254,2016,81.42,45.96,72.66,66.68
C0254,2017,54.73,51.23,42.68,49.55
C0254,2018,40.72,65.01,55.67,53.80
C0254,2019,76.89,82.02,47.47,68.80
C0254,2020,81.71,75.06,69.01,75.26
C0254,2021,77.02,79.45,73.09,76.52
C0254,2022,47.14,57.55,76.06,60.25
C0254,2023,77.67,60.23,52.76,63.56
C0254,2024,78.45,59.68,44.46,60.86
C0255,2015,72.93,49.59,43.93,55.48
C0255,2016,78.31,43.06,61.31,60.89
C0255,2017,82.30,69.55,87.29,79.71
C0255,2018,70.68,89.46,50.89,70.34
C0255,2019,44.43,48.34,52.84,48.54
C0255,2020,64.38,42.33,45.04,50.59
C0255,2021,43.88,78.98,70.28,64.38
C0255,2022,60.38,52.63,73.99,62.33
C0255,2023,60.36,81.48,72.15,71.33
C0255,2024,43.30,75.20,83.06,67.18
C0256,2015,57.44,87.28,64.32,69.68
C0256,2016,45.55,60.45,46.72,50.91
C0256,2017,80.41,73.10,54.47,69.33
C0256,2018,87.38,63.24,73.12,74.58
C0256,2019,43.62,71.53,70.66,61.93
C0256,2020,87.76,62.48,66.55,72.26
C0256,2021,66.13,49.43,74.15,63.24
C0256,2022,54.98,65.39,71.87,64.08
C0256,2023,43.84,66.43,84.07,64.78
C0256,2024,65.03,80.53,69.30,71.62
C0257,2015,79.73,76.78,78.93,78.48
C0257,2016,75.35,73.19,52.44,66.99
C0257,2017,42.51,45.67,73.91,54.03
C0257,2018,43.65,76.03,85.11,68.26
C0257,2019,60.14,65.02,59.29,61.48
C0257,2020,54.76,84.70,78.96,72.81
C0257,2021,51.62,85.99,76.24,71.28
C0257,2022,54.05,42.76,42.98,46.59
C0257,2023,80.17,81.03,69.08,76.76
C0257,2024,86.46,41.88,46.51,58.29
C0258,2015,60.26,58.36,88.37,68.99
C0258,2016,85.31,67.11,80.57,77.66
C0258,2017,56.07,47.41,45.49,49.66
C0258,2018,63.82,77.32,46.09,62.41
C0258,2019,51.30,40.42,69.72,53.81
C0258,2020,72.02,48.43,57.24,59.23
C0258,2021,88.95,69.04,41.75,66.58
C0258,2022,70.17,75.72,67.08,70.99
C0258,2023,57.89,85.83,59.39,67.71
C0258,2024,72.39,75.27,45.05,64.24
C0259,2015,46.15,73.59,80.10,66.61
C0259,2016,84.43,59.72,85.75,76.63
C0259,2017,65.15,40.06,77.83,61.02
C0259,2018,62.47,46.01,81.12,63.20
C0259,2019,69.29,66.73,50.82,62.28
C0259,2020,71.24,73.76,53.18,66.06
C0259,2021,43.59,60.87,50.43,51.63
C0259,2022,74.13,76.53,78.25,76.31
C0259,2023,52.10,66.09,87.40,68.53
C0259,2024,75.70,43.71,75.84,65.08
C0260,2015,81.13,49.60,84.07,71.60
C0260,2016,80.20,82.00,71.93,78.04
C0260,2017,67.63,76.25,59.38,67.75
C0260,2018,66.01,84.74,61.29,70.68
C0260,2019,47.14,45.88,43.77,45.60
C0260,2020,78.77,89.51,41.57,69.95
C0260,2021,53.57,50.47,74.77,59.60
C0260,2022,64.83,40.59,61.92,55.78
C0260,2023,54.21,89.87,67.61,70.57
C0260,2024,46.69,54.05,67.88,56.21
C0261,2015,71.48,73.40,53.87,66.25
C0261,2016,42.72,48.83,63.79,51.78
C0261,2017,77.43,69.01,63.54,69.99
C0261,2018,55.88,85.20,59.42,66.83
C0261,2019,40.01,56.01,81.03,59.02
C0261,2020,65.56,73.51,62.56,67.21
C0261,2021,42.34,49.40,70.18,53.97
C0261,2022,53.81,71.24,84.78,69.94
C0261,2023,75.35,56.82,83.31,71.83
C0261,2024,43.13,50.56,84.52,59.41
C0262,2015,81.97,55.66,53.50,63.71
C0262,2016,40.19,48.94,41.75,43.63
C0262,2017,52.34,85.10,53.05,63.50
C0262,2018,77.05,59.86,53.94,63.61
C0262,2019,55.81,52.26,85.47,64.52
C0262,2020,45.09,62.42,72.46,59.99
C0262,2021,58.01,56.03,44.09,52.71
C0262,2022,53.52,77.22,46.77,59.17
C0262,2023,82.14,88.56,47.78,72.83
C0262,2024,55.67,61.90,71.52,63.03
C0263,2015,79.45,83.05,76.77,79.76
C0263,2016,84.59,68.29,82.98,78.62
C0263,2017,61.69,47.86,87.03,65.53
C0263,2018,85.50,74.53,50.09,70.04
C0263,2019,58.87,65.67,55.49,60.01
C0263,2020,88.20,72.53,52.02,70.92
C0263,2021,44.46,84.48,57.94,62.30
C0263,2022,74.35,62.02,85.73,74.04
C0263,2023,64.69,85.06,68.76,72.84
C0263,2024,59.38,77.53,76.91,71.28
C0264,2015,71.64,64.43,64.51,66.86
C0264,2016,75.19,70.16,41.44,62.27
C0264,2017,40.22,56.28,43.21,46.57
C0264,2018,48.35,89.18,66.90,68.14
C0264,2019,75.65,73.37,75.94,74.99
C0264,2020,73.32,42.19,50.77,55.43
C0264,2021,88.30,56.33,76.10,73.58
C0264,2022,78.05,71.17,80.53,76.58
C0264,2023,87.54,42.82,60.59,63.65
C0264,2024,75.13,41.19,77.32,64.55
C0265,2015,54.90,62.50,60.20,59.20
C0265,2016,45.27,56.63,73.92,58.61
C0265,2017,79.09,61.91,78.20,73.07
C0265,2018,72.21,53.13,89.60,71.65
C0265,2019,42.41,48.24,57.27,49.31
C0265,2020,58.00,74.46,60.55,64.34
C0265,2021,87.84,65.73,48.28,67.28
C0265,2022,65.02,50.01,50.20,55.08
C0265,2023,61.64,55.98,74.67,64.10
C0265,2024,62.88,69.59,85.85,72.78
C0266,2015,50.44,43.61,59.73,51.26
C0266,2016,58.44,47.37,48.99,51.60
C0266,2017,58.49,43.66,54.25,52.14
C0266,2018,42.62,80.62,62.75,62.00
C0266,2019,78.38,77.62,54.53,70.18
C0266,2020,60.83,77.67,51.68,63.39
C0266,2021,81.11,75.82,76.80,77.91
C0266,2022,82.52,73.47,40.39,65.46
C0266,2023,50.60,63.85,66.96,60.47
C0266,2024,72.87,72.11,79.69,74.89
C0267,2015,63.61,41.92,53.31,52.95
C0267,2016,84.01,71.07,70.16,75.08
C0267,2017,50.79,78.89,73.45,67.71
C0267,2018,73.89,65.02,72.75,70.55
C0267,2019,70.39,57.88,62.29,63.52
C0267,2020,54.77,53.87,57.33,55.32
C0267,2021,46.83,72.14,81.80,66.92
C0267,2022,72.58,74.64,77.92,75.05
C0267,2023,76.93,83.55,56.06,72.18
C0267,2024,55.78,57.12,45.15,52.68
C0268,2015,72.24,78.49,43.59,64.77
C0268,2016,59.76,68.07,44.71,57.51
C0268,2017,75.66,84.14,69.14,76.32
C0268,2018,49.96,66.39,42.58,52.98
C0268,2019,84.51,65.88,56.85,69.08
C0268,2020,54.37,68.89,77.66,66.97
C0268,2021,58.39,77.47,54.72,63.52
C0268,2022,42.90,88.23,78.17,69.77
C0268,2023,45.58,43.68,77.27,55.51
C0268,2024,65.79,42.67,52.29,53.59
C0269,2015,53.38,86.88,76.44,72.23
C0269,2016,81.77,66.49,77.39,75.22
C0269,2017,40.73,70.75,59.87,57.12
C0269,2018,58.95,64.12,50.52,57.87
C0269,2019,56.87,44.68,66.06,55.87
C0269,2020,40.97,78.40,86.07,68.48
C0269,2021,46.22,77.36,71.98,65.19
C0269,2022,60.68,55.59,48.65,54.97
C0269,2023,64.64,55.31,74.14,64.70
C0269,2024,60.21,81.89,61.36,67.82
C0270,2015,66.55,43.62,69.58,59.91
C0270,2016,69.76,84.06,76.70,76.84
C0270,2017,40.50,52.83,65.75,53.03
C0270,2018,63.20,69.65,80.70,71.18
C0270,2019,88.17,86.80,76.11,83.69
C0270,2020,65.95,73.91,70.75,70.20
C0270,2021,73.88,60.72,47.54,60.71
C0270,2022,55.59,74.48,81.80,70.62
C0270,2023,78.70,57.20,86.80,74.23
C0270,2024,78.65,53.86,46.85,59.79
C0271,2015,66.06,89.83,64.41,73.44
C0271,2016,88.80,77.54,52.94,73.09
C0271,2017,46.28,72.24,77.73,65.41
C0271,2018,40.85,57.76,76.08,58.23
C0271,2019,78.51,42.46,47.04,56.00
C0271,2020,80.36,41.55,83.85,68.59
C0271,2021,46.01,67.71,49.05,54.26
C0271,2022,53.28,78.10,79.86,70.41
C0271,2023,40.88,66.87,62.85,56.87
C0271,2024,54.67,82.04,56.41,64.37
C0272,2015,78.66,41.67,47.91,56.08
C0272,2016,65.90,58.34,48.38,57.54
C0272,2017,57.40,51.85,73.09,60.78
C0272,2018,58.59,62.36,67.52,62.82
C0272,2019,40.07,43.62,46.10,43.26
C0272,2020,54.99,87.71,45.63,62.78
C0272,2021,72.32,51.16,43.62,55.70
C0272,2022,88.71,86.12,77.19,84.00
C0272,2023,82.35,61.29,75.59,73.08
C0272,2024,41.18,89.28,42.92,57.79
C0273,2015,84.93,67.70,68.01,73.55
C0273,2016,79.16,86.54,44.23,69.98
C0273,2017,79.02,40.27,85.19,68.16
C0273,2018,62.90,77.41,85.36,75.22
C0273,2019,59.90,85.15,74.91,73.32
C0273,2020,55.15,46.99,86.31,62.81
C0273,2021,43.28,44.81,80.57,56.22
C0273,2022,51.41,61.23,81.43,64.69
C0273,2023,52.33,86.68,68.49,69.17
C0273,2024,64.20,67.12,55.30,62.21
C0274,2015,77.37,66.37,50.89,64.88
C0274,2016,63.69,47.06,56.36,55.70
C0274,2017,42.89,40.04,71.42,51.45
C0274,2018,87.89,80.51,48.63,72.34
C0274,2019,87.14,44.38,52.93,61.48
C0274,2020,79.26,71.69,63.40,71.45
C0274,2021,89.57,85.73,51.65,75.65
C0274,2022,67.22,50.43,69.43,62.36
C0274,2023,88.14,73.26,86.16,82.52
C0274,2024,43.78,43.93,77.40,55.04
C0275,2015,58.28,70.19,73.32,67.26
C0275,2016,51.27,48.20,69.14,56.20
C0275,2017,49.79,76.80,64.40,63.66
C0275,2018,47.04,55.06,49.33,50.48
C0275,2019,71.12,63.17,84.74,73.01
C0275,2020,79.07,69.97,52.43,67.15
C0275,2021,68.91,48.56,44.57,54.01
C0275,2022,47.35,77.08,77.50,67.31
C0275,2023,80.56,55.13,48.78,61.49
C0275,2024,71.80,73.12,58.59,67.84
C0276,2015,59.41,47.91,41.41,49.58
C0276,2016,73.71,74.41,46.85,64.99
C0276,2017,53.00,46.41,48.66,49.35
C0276,2018,57.26,61.27,42.72,53.75
C0276,2019,85.87,52.36,72.83,70.36
C0276,2020,54.53,77.42,81.85,71.26
C0276,2021,63.50,53.10,58.67,58.42
C0276,2022,84.51,84.09,83.73,84.11
C0276,2023,75.39,84.59,50.67,70.21
C0276,2024,43.11,49.82,56.27,49.73
C0277,2015,47.37,70.69,47.54,55.20
C0277,2016,40.39,44.39,71.03,51.94
C0277,2017,71.55,59.58,60.99,64.04
C0277,2018,62.38,75.67,70.66,69.57
C0277,2019,46.71,72.97,78.08,65.92
C0277,2020,87.90,71.24,67.29,75.47
C0277,2021,66.48,54.13,71.38,64.00
C0277,2022,52.09,58.90,86.76,65.92
C0277,2023,65.03,45.15,54.95,55.04
C0277,2024,73.98,75.95,57.96,69.30
C0278,2015,43.81,65.19,75.89,61.63
C0278,2016,53.74,75.44,70.57,66.58
C0278,2017,80.35,52.45,48.93,60.57
C0278,2018,62.98,56.22,58.81,59.34
C0278,2019,67.33,56.71,63.39,62.48
C0278,2020,61.64,41.29,60.97,54.63
C0278,2021,42.19,57.05,48.91,49.39
C0278,2022,48.29,80.17,86.22,71.56
C0278,2023,62.28,84.86,78.12,75.09
C0278,2024,50.46,65.91,64.07,60.15
C0279,2015,42.50,62.78,74.00,59.76
C0279,2016,82.18,41.54,84.86,69.53
C0279,2017,89.06,83.96,46.81,73.28
C0279,2018,79.66,40.65,52.52,57.61
C0279,2019,82.69,87.24,67.14,79.02
C0279,2020,52.10,64.46,79.95,65.50
C0279,2021,88.03,57.10,41.81,62.31
C0279,2022,49.85,86.21,89.20,75.09
C0279,2023,87.57,41.22,62.75,63.85
C0279,2024,89.74,69.07,57.96,72.26
C0280,2015,75.59,67.45,54.64,65.89
C0280,2016,89.06,50.97,48.72,62.91
C0280,2017,68.48,61.44,79.58,69.83
C0280,2018,52.98,72.61,87.77,71.12
C0280,2019,61.85,76.36,60.68,66.30
C0280,2020,69.68,40.04,87.62,65.78
C0280,2021,43.65,86.84,81.19,70.56
C0280,2022,71.12,48.23,64.05,61.13
C0280,2023,89.06,51.68,73.70,71.48
C0280,2024,49.51,53.17,61.75,54.81
C0281,2015,79.63,41.89,67.94,63.15
C0281,2016,85.39,46.15,42.90,58.15
C0281,2017,87.19,89.32,74.81,83.77
C0281,2018,88.01,55.76,42.64,62.14
C0281,2019,66.07,45.77,80.85,64.23
C0281,2020,88.87,45.35,81.25,71.82
C0281,2021,77.87,75.97,51.85,68.56
C0281,2022,48.08,82.73,56.18,62.33
C0281,2023,63.85,52.85,64.07,60.25
C0281,2024,75.92,41.05,69.83,62.27
C0282,2015,52.37,51.15,54.37,52.63
C0282,2016,72.03,42.83,69.62,61.49
C0282,2017,73.33,45.17,54.89,57.80
C0282,2018,48.13,61.58,42.77,50.83
C0282,2019,68.25,51.50,40.13,53.29
C0282,2020,78.58,65.80,45.06,63.15
C0282,2021,64.94,52.67,79.61,65.74
C0282,2022,40.61,87.03,88.07,71.90
C0282,2023,40.45,85.30,61.35,62.37
C0282,2024,57.85,68.34,65.63,63.94
C0283,2015,86.31,57.72,47.34,63.79
C0283,2016,51.43,59.06,67.55,59.35
C0283,2017,71.72,60.59,47.23,59.85
C0283,2018,51.10,76.38,70.56,66.01
C0283,2019,56.08,62.58,86.66,68.44
C0283,2020,82.40,82.84,49.78,71.67
C0283,2021,76.44,87.20,78.23,80.63
C0283,2022,44.77,56.80,41.18,47.58
C0283,2023,61.44,68.03,58.77,62.75
C0283,2024,41.46,44.75,45.54,43.92
C0284,2015,64.04,50.02,57.62,57.23
C0284,2016,73.12,60.67,48.68,60.82
C0284,2017,45.93,50.31,58.67,51.63
C0284,2018,54.44,83.83,60.88,66.38
C0284,2019,59.89,47.91,55.03,54.28
C0284,2020,85.98,62.78,72.83,73.86
C0284,2021,89.66,70.28,85.94,81.96
C0284,2022,42.25,74.59,60.03,58.96
C0284,2023,78.05,59.15,49.62,62.27
C0284,2024,58.59,83.45,53.54,65.19
C0285,2015,59.62,68.42,82.70,70.25
C0285,2016,77.71,61.98,68.58,69.42
C0285,2017,85.92,43.36,62.75,64.01
C0285,2018,87.55,63.23,47.48,66.09
C0285,2019,68.86,81.04,62.49,70.79
C0285,2020,57.86,70.73,53.92,60.84
C0285,2021,79.38,81.61,87.16,82.71
C0285,2022,52.55,64.70,84.20,67.15
C0285,2023,68.20,45.92,44.20,52.77
C0285,2024,57.93,40.68,65.83,54.81
C0286,2015,72.83,55.16,51.25,59.75
C0286,2016,52.02,74.90,60.54,62.49
C0286,2017,49.58,79.51,83.84,70.98
C0286,2018,85.91,54.79,66.38,69.03
C0286,2019,45.09,64.78,56.71,55.53
C0286,2020,65.30,61.06,50.39,58.92
C0286,2021,51.04,60.53,80.02,63.86
C0286,2022,41.95,51.57,71.23,54.91
C0286,2023,41.80,46.82,63.40,50.67
C0286,2024,48.76,49.83,50.87,49.82
C0287,2015,83.34,42.77,56.71,60.94
C0287,2016,54.12,49.91,87.99,64.01
C0287,2017,87.52,40.46,66.00,64.66
C0287,2018,69.08,71.36,60.03,66.83
C0287,2019,61.83,55.82,66.07,61.24
C0287,2020,69.00,88.66,78.95,78.87
C0287,2021,65.83,49.69,57.01,57.51
C0287,2022,77.94,57.29,48.94,61.39
C0287,2023,54.12,57.89,69.25,60.42
C0287,2024,57.65,40.42,73.26,57.11
C0288,2015,84.70,81.96,75.64,80.77
C0288,2016,87.32,41.60,84.10,71.01
C0288,2017,84.63,87.01,58.56,76.73
C0288,2018,60.97,84.60,43.77,63.11
C0288,2019,79.02,66.78,87.92,77.90
C0288,2020,63.82,67.18,61.75,64.25
C0288,2021,64.88,72.69,71.16,69.58
C0288,2022,50.23,59.35,73.32,60.97
C0288,2023,69.56,72.36,67.33,69.75
C0288,2024,49.31,42.24,50.26,47.27
C0289,2015,56.58,42.70,77.76,59.01
C0289,2016,82.75,62.86,80.19,75.27
C0289,2017,50.35,67.48,67.65,61.83
C0289,2018,43.56,84.39,64.43,64.13
C0289,2019,43.45,45.23,45.70,44.79
C0289,2020,87.04,81.13,44.20,70.79
C0289,2021,65.35,50.50,56.98,57.61
C0289,2022,60.47,59.70,55.54,58.57
C0289,2023,80.54,55.83,87.68,74.69
C0289,2024,81.79,60.01,79.18,73.66
C0290,2015,56.61,47.52,73.00,59.04
C0290,2016,74.68,65.18,65.88,68.58
C0290,2017,78.56,80.08,48.37,69.00
C0290,2018,72.73,62.08,88.92,74.58
C0290,2019,47.58,64.53,58.75,56.95
C0290,2020,83.79,82.44,45.35,70.53
C0290,2021,66.95,75.30,64.69,68.98
C0290,2022,54.12,64.52,83.70,67.45
C0290,2023,61.26,52.88,84.36,66.17
C0290,2024,41.88,84.25,40.55,55.56
C0291,2015,46.39,68.85,84.31,66.52
C0291,2016,78.28,51.06,53.57,60.97
C0291,2017,40.00,53.46,41.95,45.14
C0291,2018,60.83,80.16,82.39,74.46
C0291,2019,66.13,42.21,83.19,63.84
C0291,2020,42.73,89.60,69.81,67.38
C0291,2021,88.65,46.52,68.72,67.96
C0291,2022,51.31,79.80,80.66,70.59
C0291,2023,55.21,59.74,79.32,64.75
C0291,2024,55.20,64.61,84.51,68.10
C0292,2015,51.52,84.03,67.64,67.73
C0292,2016,40.07,60.65,88.38,63.03
C0292,2017,76.47,66.87,89.81,77.72
C0292,2018,88.34,42.46,45.83,58.88
C0292,2019,51.21,40.12,82.48,57.94
C0292,2020,73.15,52.24,64.99,63.46
C0292,2021,77.09,74.03,59.38,70.17
C0292,2022,82.42,46.06,70.65,66.38
C0292,2023,61.13,45.69,42.80,49.87
C0292,2024,55.15,60.55,65.32,60.34
C0293,2015,56.26,72.39,83.54,70.73
C0293,2016,75.63,75.60,50.67,67.30
C0293,2017,80.84,48.92,61.32,63.69
C0293,2018,49.08,43.98,86.97,60.01
C0293,2019,58.55,87.02,61.43,69.00
C0293,2020,85.10,53.03,57.92,65.35
C0293,2021,80.33,82.67,62.03,75.01
C0293,2022,89.24,83.17,65.97,79.46
C0293,2023,77.71,78.63,71.60,75.98
C0293,2024,59.66,48.44,80.03,62.71
C0294,2015,69.53,81.09,62.61,71.08
C0294,2016,73.05,78.46,80.87,77.46
C0294,2017,43.92,69.84,66.69,60.15
C0294,2018,67.22,56.86,56.92,60.34
C0294,2019,75.47,53.13,72.90,67.16
C0294,2020,48.37,46.09,75.89,56.78
C0294,2021,79.03,65.49,67.90,70.81
C0294,2022,69.19,69.26,42.83,60.43
C0294,2023,87.61,57.97,48.49,64.69
C0294,2024,42.12,63.77,54.26,53.38
C0295,2015,53.27,58.18,54.13,55.19
C0295,2016,70.08,72.05,73.67,71.93
C0295,2017,54.83,85.06,40.92,60.27
C0295,2018,75.72,48.20,77.78,67.23
C0295,2019,77.95,59.07,53.27,63.43
C0295,2020,45.13,47.04,55.50,49.22
C0295,2021,65.69,71.25,66.40,67.78
C0295,2022,65.44,76.44,50.80,64.23
C0295,2023,58.46,86.60,84.22,76.43
C0295,2024,86.65,53.94,44.27,61.62
C0296,2015,81.38,87.51,62.22,77.03
C0296,2016,74.86,43.16,82.47,66.83
C0296,2017,75.72,70.15,70.79,72.22
C0296,2018,63.09,42.86,54.62,53.52
C0296,2019,86.05,84.69,61.04,77.26
C0296,2020,74.73,66.49,75.33,72.18
C0296,2021,76.45,73.47,88.66,79.53
C0296,2022,83.08,81.58,84.66,83.11
C0296,2023,53.70,47.52,57.12,52.78
C0296,2024,80.35,41.93,89.91,70.73
C0297,2015,49.76,83.94,40.18,57.96
C0297,2016,57.27,55.75,41.38,51.47
C0297,2017,56.78,46.45,81.19,61.47
C0297,2018,88.93,63.42,49.97,67.44
C0297,2019,82.83,69.92,43.04,65.26
C0297,2020,75.06,41.55,51.86,56.15
C0297,2021,76.35,53.74,61.31,63.80
C0297,2022,68.10,41.64,76.53,62.09
C0297,2023,87.35,61.02,71.22,73.20
C0297,2024,64.81,84.76,51.88,67.15
C0298,2015,59.03,89.13,65.16,71.11
C0298,2016,48.15,71.85,86.31,68.77
C0298,2017,79.31,48.08,80.75,69.38
C0298,2018,76.72,85.29,56.16,72.72
C0298,2019,59.22,65.81,89.11,71.38
C0298,2020,41.26,47.69,75.43,54.79
C0298,2021,81.95,86.09,43.12,70.39
C0298,2022,40.57,77.87,41.76,53.40
C0298,2023,75.18,76.59,48.42,66.73
C0298,2024,88.51,75.46,76.39,80.12
C0299,2015,61.88,50.02,49.19,53.70
C0299,2016,51.75,50.55,65.57,55.96
C0299,2017,75.24,74.41,44.66,64.77
C0299,2018,80.86,50.99,86.04,72.63
C0299,2019,67.32,61.93,57.20,62.15
C0299,2020,88.35,79.10,85.41,84.29
C0299,2021,42.58,79.20,87.24,69.67
C0299,2022,65.24,62.66,40.31,56.07
C0299,2023,75.92,79.61,63.21,72.91
C0299,2024,83.13,81.93,41.23,68.77
C0300,2015,48.96,72.74,85.43,69.05
C0300,2016,80.00,51.42,65.92,65.78
C0300,2017,67.64,53.70,43.75,55.03
C0300,2018,59.83,55.74,45.51,53.69
C0300,2019,46.59,45.84,59.18,50.53
C0300,2020,83.26,53.66,87.01,74.64
C0300,2021,47.86,50.48,74.65,57.66
C0300,2022,55.49,62.77,83.38,67.21
C0300,2023,54.50,85.42,58.32,66.08
C0300,2024,83.57,45.22,42.16,56.99
C0301,2015,73.64,76.01,88.72,79.45
C0301,2016,79.83,74.36,40.86,65.02
C0301,2017,52.52,44.79,87.38,61.56
C0301,2018,71.24,86.13,58.43,71.94
C0301,2019,68.59,68.42,40.50,59.17
C0301,2020,81.64,58.19,74.46,71.43
C0301,2021,85.30,77.83,89.03,84.05
C0301,2022,40.61,52.87,88.28,60.59
C0301,2023,73.70,74.68,48.05,65.47
C0301,2024,42.59,41.99,49.06,44.55
C0302,2015,67.44,81.97,68.28,72.56
C0302,2016,54.38,62.41,71.87,62.89
C0302,2017,55.34,71.83,76.97,68.05
C0302,2018,57.65,51.06,49.05,52.59
C0302,2019,71.06,73.85,87.95,77.62
C0302,2020,56.70,78.61,71.94,69.08
C0302,2021,76.63,63.66,82.35,74.22
C0302,2022,60.23,70.89,67.00,66.04
C0302,2023,43.42,62.82,60.71,55.65
C0302,2024,79.19,84.70,88.86,84.25
C0303,2015,54.29,64.89,69.11,62.76
C0303,2016,61.64,82.09,83.34,75.69
C0303,2017,74.27,80.07,87.66,80.67
C0303,2018,56.62,60.53,73.77,63.64
C0303,2019,42.83,51.50,67.45,53.93
C0303,2020,58.70,60.30,40.18,53.06
C0303,2021,87.22,81.31,42.00,70.18
C0303,2022,72.09,51.38,50.04,57.84
C0303,2023,73.57,66.22,49.30,63.03
C0303,2024,71.61,80.30,52.74,68.22
C0304,2015,49.95,57.67,55.25,54.29
C0304,2016,60.92,72.11,58.00,63.68
C0304,2017,77.55,52.28,61.03,63.62
C0304,2018,45.07,45.46,44.94,45.16
C0304,2019,53.89,79.72,42.12,58.58
C0304,2020,53.82,44.95,73.70,57.49
C0304,2021,61.60,53.57,66.87,60.68
C0304,2022,89.02,82.76,62.21,77.99
C0304,2023,43.38,57.32,71.72,57.47
C0304,2024,65.94,88.65,81.38,78.66
C0305,2015,48.97,88.99,61.38,66.45
C0305,2016,88.53,53.41,72.06,71.33
C0305,2017,45.67,42.05,87.68,58.46
C0305,2018,60.18,75.25,81.98,72.47
C0305,2019,76.89,62.55,61.30,66.91
C0305,2020,75.23,45.04,72.24,64.17
C0305,2021,61.14,75.38,48.85,61.79
C0305,2022,57.33,41.56,68.03,55.64
C0305,2023,59.88,83.51,89.07,77.49
C0305,2024,53.21,46.93,65.92,55.35
C0306,2015,50.27,46.37,86.38,61.00
C0306,2016,64.15,48.78,60.37,57.77
C0306,2017,53.43,88.01,89.94,77.13
C0306,2018,54.37,74.66,68.96,66.00
C0306,2019,72.84,80.07,42.11,65.01
C0306,2020,88.43,59.88,69.34,72.55
C0306,2021,70.18,56.82,53.73,60.24
C0306,2022,43.85,51.72,41.62,45.73
C0306,2023,43.78,64.03,81.04,62.95
C0306,2024,87.57,67.59,53.79,69.65
C0307,2015,54.86,71.59,79.83,68.76
C0307,2016,44.60,52.86,54.41,50.62
C0307,2017,69.95,87.43,49.72,69.03
C0307,2018,71.18,48.49,88.70,69.46
C0307,2019,72.43,88.28,58.08,72.93
C0307,2020,53.37,40.74,70.07,54.73
C0307,2021,40.76,64.06,70.50,58.44
C0307,2022,88.25,56.67,68.02,70.98
C0307,2023,52.54,62.46,85.73,66.91
C0307,2024,73.80,68.53,73.72,72.02
C0308,2015,75.33,61.78,60.19,65.77
C0308,2016,70.50,60.74,83.12,71.45
C0308,2017,55.65,76.64,49.05,60.44
C0308,2018,53.55,74.29,67.21,65.02
C0308,2019,69.88,81.66,87.53,79.69
C0308,2020,83.30,52.50,71.27,69.02
C0308,2021,87.34,70.48,80.85,79.55
C0308,2022,45.30,69.26,72.68,62.41
C0308,2023,47.74,58.49,81.97,62.73
C0308,2024,87.24,64.30,87.22,79.59
C0309,2015,76.83,55.69,53.65,62.05
C0309,2016,84.15,47.09,48.48,59.91
C0309,2017,50.13,50.69,64.20,55.01
C0309,2018,69.38,45.28,75.09,63.25
C0309,2019,75.06,74.15,51.36,66.86
C0309,2020,74.01,73.04,40.21,62.42
C0309,2021,60.41,87.53,57.15,68.36
C0309,2022,40.77,76.48,88.44,68.57
C0309,2023,69.15,42.60,74.75,62.17
C0309,2024,52.66,84.21,60.07,65.64
C0310,2015,62.51,83.13,49.63,65.09
C0310,2016,87.88,62.17,57.80,69.28
C0310,2017,59.95,69.29,48.49,59.25
C0310,2018,81.99,88.80,45.32,72.04
C0310,2019,49.43,66.62,85.34,67.13
C0310,2020,73.62,85.27,89.88,82.92
C0310,2021,88.85,44.15,48.21,60.40
C0310,2022,45.09,49.55,42.73,45.79
C0310,2023,40.42,62.04,56.49,52.98
C0310,2024,61.68,69.24,63.08,64.67
C0311,2015,44.63,80.81,50.24,58.56
C0311,2016,77.42,89.41,55.07,73.97
C0311,2017,85.73,59.44,50.04,65.07
C0311,2018,61.70,42.37,78.71,60.93
C0311,2019,52.94,80.06,75.63,69.54
C0311,2020,61.72,70.22,71.75,67.90
C0311,2021,76.17,49.93,59.36,61.82
