Company_ID,Year,Controversy_Score,Regulatory_Fines,ESG_Risk_Rating
C0156,2023,27.26,31.44,Low
C0156,2024,64.26,42.77,High
C0157,2015,84.54,35.85,High
C0157,2016,12.71,16.09,Low
C0157,2017,0.32,1.02,Low
C0157,2018,99.37,23.45,High
C0157,2019,45.04,12.42,Medium
C0157,2020,6.85,20.98,Low
C0157,2021,58.85,22.92,Medium
C0157,2022,75.32,43.29,High
C0157,2023,80.12,38.34,High
C0157,2024,56.93,9.80,Medium
C0158,2015,67.95,15.80,High
C0158,2016,47.63,29.18,Medium
C0158,2017,61.98,28.27,High
C0158,2018,95.16,27.28,High
C0158,2019,98.75,47.61,High
C0158,2020,62.76,34.63,High
C0158,2021,58.39,4.85,Medium
C0158,2022,34.55,47.02,Medium
C0158,2023,32.42,23.16,Medium
C0158,2024,92.45,29.03,High
C0159,2015,66.52,40.97,High
C0159,2016,45.86,10.66,Medium
C0159,2017,66.59,25.60,High
C0159,2018,12.09,42.97,Low
C0159,2019,94.34,36.83,High
C0159,2020,52.23,17.53,Medium
C0159,2021,33.41,29.46,Medium
C0159,2022,1.33,0.40,Low
C0159,2023,67.72,2.36,High
C0159,2024,96.96,5.67,High
C0160,2015,55.85,34.72,Medium
C0160,2016,33.27,31.00,Medium
C0160,2017,41.83,45.81,Medium
C0160,2018,56.87,35.43,Medium
C0160,2019,68.88,21.03,High
C0160,2020,18.33,43.35,Low
C0160,2021,93.51,2.14,High
C0160,2022,41.43,0.51,Medium
C0160,2023,62.45,12.51,High
C0160,2024,91.14,6.38,High
C0161,2015,57.84,13.51,Medium
C0161,2016,68.35,15.28,High
C0161,2017,63.32,22.77,High
C0161,2018,24.80,30.53,Low
C0161,2019,96.29,17.62,High
C0161,2020,47.24,48.36,Medium
C0161,2021,9.84,27.08,Low
C0161,2022,99.80,43.81,High
C0161,2023,65.00,40.12,High
C0161,2024,60.85,2.40,High
C0162,2015,91.66,23.57,High
C0162,2016,54.19,40.32,Medium
C0162,2017,36.04,45.33,Medium
C0162,2018,17.47,31.64,Low
C0162,2019,81.06,46.60,High
C0162,2020,33.10,33.17,Medium
C0162,2021,51.64,10.42,Medium
C0162,2022,50.89,27.93,Medium
C0162,2023,74.04,37.80,High
C0162,2024,68.42,33.32,High
C0163,2015,42.36,4.17,Medium
C0163,2016,42.60,11.85,Medium
C0163,2017,27.03,34.39,Low
C0163,2018,34.09,26.42,Medium
C0163,2019,71.15,1.54,High
C0163,2020,56.23,36.92,Medium
C0163,2021,5.10,3.97,Low
C0163,2022,50.82,9.24,Medium
C0163,2023,95.50,45.22,High
C0163,2024,10.93,15.75,Low
C0164,2015,10.49,1.71,Low
C0164,2016,66.78,0.87,High
C0164,2017,95.77,46.78,High
C0164,2018,2.67,18.63,Low
C0164,2019,34.45,31.06,Medium
C0164,2020,6.70,20.70,Low
C0164,2021,26.58,10.67,Low
C0164,2022,55.45,43.88,Medium
C0164,2023,44.21,47.48,Medium
C0164,2024,36.33,49.39,Medium
C0165,2015,21.07,2.07,Low
C0165,2016,61.95,2.52,High
C0165,2017,57.58,42.90,Medium
C0165,2018,66.31,8.81,High
C0165,2019,79.32,28.08,High
C0165,2020,72.95,28.99,High
C0165,2021,95.73,33.10,High
C0165,2022,16.94,1.88,Low
C0165,2023,95.14,15.43,High
C0165,2024,17.21,25.71,Low
C0166,2015,84.28,8.72,High
C0166,2016,78.84,47.20,High
C0166,2017,66.61,41.44,High
C0166,2018,70.62,6.97,High
C0166,2019,69.15,33.54,High
C0166,2020,52.99,20.51,Medium
C0166,2021,3.27,15.57,Low
C0166,2022,57.96,14.55,Medium
C0166,2023,38.91,33.13,Medium
C0166,2024,27.24,45.18,Low
C0167,2015,49.01,41.81,Medium
C0167,2016,84.81,17.45,High
C0167,2017,57.84,35.39,Medium
C0167,2018,96.48,26.37,High
C0167,2019,42.06,22.02,Medium
C0167,2020,16.83,14.84,Low
C0167,2021,31.47,4.06,Medium
C0167,2022,14.47,9.62,Low
C0167,2023,68.49,28.32,High
C0167,2024,15.95,36.43,Low
C0168,2015,51.83,1.84,Medium
C0168,2016,92.34,18.96,High
C0168,2017,43.39,8.29,Medium
C0168,2018,40.27,30.11,Medium
C0168,2019,20.31,43.23,Low
C0168,2020,75.38,46.48,High
C0168,2021,30.43,44.26,Medium
C0168,2022,99.04,43.62,High
C0168,2023,16.68,30.05,Low
C0168,2024,0.22,12.15,Low
C0169,2015,53.94,37.35,Medium
C0169,2016,6.86,36.23,Low
C0169,2017,36.97,8.33,Medium
C0169,2018,45.16,9.74,Medium
C0169,2019,24.83,5.47,Low
C0169,2020,97.81,24.93,High
C0169,2021,34.48,16.08,Medium
C0169,2022,14.47,45.01,Low
C0169,2023,3.73,1.83,Low
C0169,2024,30.94,16.20,Medium
C0170,2015,82.11,43.80,High
C0170,2016,24.59,49.95,Low
C0170,2017,59.87,36.15,Medium
C0170,2018,98.91,45.03,High
C0170,2019,34.36,0.81,Medium
C0170,2020,61.60,38.59,High
C0170,2021,59.95,23.08,Medium
C0170,2022,59.43,34.52,Medium
C0170,2023,95.34,21.50,High
C0170,2024,78.59,28.47,High
C0171,2015,0.88,13.00,Low
C0171,2016,2.79,28.70,Low
C0171,2017,4.00,14.54,Low
C0171,2018,36.46,14.01,Medium
C0171,2019,43.96,16.36,Medium
C0171,2020,80.72,10.04,High
C0171,2021,63.63,11.14,High
C0171,2022,100.00,46.58,High
C0171,2023,79.40,22.72,High
C0171,2024,87.35,30.71,High
C0172,2015,18.20,28.59,Low
C0172,2016,64.14,13.27,High
C0172,2017,14.90,0.01,Low
C0172,2018,67.50,5.22,High
C0172,2019,80.97,41.54,High
C0172,2020,30.03,5.47,Medium
C0172,2021,16.72,10.34,Low
C0172,2022,23.74,45.64,Low
C0172,2023,81.09,40.39,High
C0172,2024,54.71,2.66,Medium
C0173,2015,53.65,32.17,Medium
C0173,2016,57.68,25.78,Medium
C0173,2017,49.23,18.25,Medium
C0173,2018,86.34,24.88,High
C0173,2019,50.74,7.55,Medium
C0173,2020,59.60,47.74,Medium
C0173,2021,97.98,8.57,High
C0173,2022,45.53,9.30,Medium
C0173,2023,18.71,18.44,Low
C0173,2024,56.30,10.63,Medium
C0174,2015,70.46,15.64,High
C0174,2016,12.52,1.99,Low
C0174,2017,16.20,30.71,Low
C0174,2018,2.44,12.06,Low
C0174,2019,74.44,48.55,High
C0174,2020,20.21,5.71,Low
C0174,2021,90.11,3.87,High
C0174,2022,51.54,8.71,Medium
C0174,2023,95.52,27.12,High
C0174,2024,38.31,37.37,Medium
C0175,2015,95.58,27.95,High
C0175,2016,97.76,43.02,High
C0175,2017,13.00,29.68,Low
C0175,2018,12.49,6.93,Low
C0175,2019,42.35,9.28,Medium
C0175,2020,41.39,17.88,Medium
C0175,2021,64.99,46.00,High
C0175,2022,11.27,23.00,Low
C0175,2023,75.63,43.71,High
C0175,2024,22.49,3.73,Low
C0176,2015,15.06,34.34,Low
C0176,2016,79.45,23.36,High
C0176,2017,8.03,8.65,Low
C0176,2018,71.16,4.08,High
C0176,2019,11.11,15.76,Low
C0176,2020,74.01,41.03,High
C0176,2021,79.05,32.03,High
C0176,2022,58.47,23.10,Medium
C0176,2023,35.18,42.27,Medium
C0176,2024,23.62,9.05,Low
C0177,2015,80.89,13.95,High
C0177,2016,10.68,27.70,Low
C0177,2017,97.45,29.48,High
C0177,2018,77.91,16.05,High
C0177,2019,69.04,25.22,High
C0177,2020,98.86,6.00,High
C0177,2021,68.87,0.55,High
C0177,2022,10.40,45.25,Low
C0177,2023,32.26,22.08,Medium
C0177,2024,58.54,11.55,Medium
C0178,2015,57.54,16.49,Medium
C0178,2016,1.01,25.88,Low
C0178,2017,26.00,47.32,Low
C0178,2018,73.63,36.05,High
C0178,2019,65.96,47.41,High
C0178,2020,89.75,5.60,High
C0178,2021,96.02,8.91,High
C0178,2022,86.95,18.15,High
C0178,2023,55.31,12.22,Medium
C0178,2024,54.30,47.85,Medium
C0179,2015,36.95,8.56,Medium
C0179,2016,89.88,8.50,High
C0179,2017,83.06,24.38,High
C0179,2018,77.90,34.84,High
C0179,2019,77.84,18.96,High
C0179,2020,84.89,2.19,High
C0179,2021,91.89,38.29,High
C0179,2022,82.10,47.27,High
C0179,2023,81.50,40.52,High
C0179,2024,66.03,42.00,High
C0180,2015,45.81,42.40,Medium
C0180,2016,55.09,37.98,Medium
C0180,2017,53.53,40.27,Medium
C0180,2018,82.42,3.83,High
C0180,2019,26.60,2.73,Low
C0180,2020,36.32,3.76,Medium
C0180,2021,55.72,29.58,Medium
C0180,2022,98.50,12.06,High
C0180,2023,48.94,1.41,Medium
C0180,2024,12.64,3.83,Low
C0181,2015,67.41,3.43,High
C0181,2016,61.63,31.38,High
C0181,2017,84.66,7.14,High
C0181,2018,85.49,42.29,High
C0181,2019,25.91,49.63,Low
C0181,2020,4.53,22.06,Low
C0181,2021,78.50,26.88,High
C0181,2022,65.24,13.00,High
C0181,2023,14.14,32.78,Low
C0181,2024,98.55,45.75,High
C0182,2015,92.59,9.04,High
C0182,2016,72.31,47.66,High
C0182,2017,5.37,11.07,Low
C0182,2018,21.33,13.30,Low
C0182,2019,32.46,45.58,Medium
C0182,2020,5.59,29.67,Low
C0182,2021,82.74,1.58,High
C0182,2022,7.66,40.15,Low
C0182,2023,20.54,32.10,Low
C0182,2024,31.89,37.15,Medium
C0183,2015,33.19,8.09,Medium
C0183,2016,26.51,43.65,Low
C0183,2017,97.86,39.14,High
C0183,2018,96.08,47.87,High
C0183,2019,62.03,20.44,High
C0183,2020,12.51,25.92,Low
C0183,2021,70.67,35.09,High
C0183,2022,97.54,5.22,High
C0183,2023,99.83,10.52,High
C0183,2024,61.66,14.41,High
C0184,2015,18.86,47.26,Low
C0184,2016,83.17,0.07,High
C0184,2017,62.28,49.70,High
C0184,2018,45.21,19.78,Medium
C0184,2019,15.00,32.41,Low
C0184,2020,23.98,20.54,Low
C0184,2021,57.87,39.20,Medium
C0184,2022,26.07,47.53,Low
C0184,2023,47.79,22.39,Medium
C0184,2024,71.56,9.01,High
C0185,2015,98.74,11.10,High
C0185,2016,4.39,13.29,Low
C0185,2017,79.68,11.08,High
C0185,2018,12.79,0.66,Low
C0185,2019,94.35,43.10,High
C0185,2020,77.00,34.05,High
C0185,2021,39.79,25.79,Medium
C0185,2022,51.26,7.35,Medium
C0185,2023,67.67,2.04,High
C0185,2024,56.10,19.23,Medium
C0186,2015,98.00,0.27,High
C0186,2016,99.86,2.86,High
C0186,2017,5.70,3.67,Low
C0186,2018,72.79,40.79,High
C0186,2019,74.68,36.31,High
C0186,2020,79.01,15.47,High
C0186,2021,91.71,15.19,High
C0186,2022,59.34,17.22,Medium
C0186,2023,25.45,28.28,Low
C0186,2024,67.17,43.01,High
C0187,2015,32.30,23.85,Medium
C0187,2016,34.25,7.42,Medium
C0187,2017,61.30,7.93,High
C0187,2018,28.91,2.85,Low
C0187,2019,69.45,37.02,High
C0187,2020,85.31,19.96,High
C0187,2021,98.55,45.90,High
C0187,2022,16.84,15.50,Low
C0187,2023,45.53,39.92,Medium
C0187,2024,74.07,24.76,High
C0188,2015,57.74,42.43,Medium
C0188,2016,6.46,28.06,Low
C0188,2017,34.80,9.62,Medium
C0188,2018,79.37,40.06,High
C0188,2019,49.28,0.28,Medium
C0188,2020,69.44,25.22,High
C0188,2021,64.05,9.79,High
C0188,2022,94.33,16.90,High
C0188,2023,85.82,20.45,High
C0188,2024,34.38,28.00,Medium
C0189,2015,49.77,17.73,Medium
C0189,2016,47.64,32.24,Medium
C0189,2017,27.89,9.37,Low
C0189,2018,62.11,39.50,High
C0189,2019,26.05,30.09,Low
C0189,2020,15.97,17.59,Low
C0189,2021,11.03,26.59,Low
C0189,2022,28.65,20.20,Low
C0189,2023,47.32,43.75,Medium
C0189,2024,11.57,27.32,Low
C0190,2015,67.58,39.43,High
C0190,2016,87.02,39.75,High
C0190,2017,42.71,36.70,Medium
C0190,2018,87.32,37.54,High
C0190,2019,15.10,11.23,Low
C0190,2020,7.75,43.55,Low
C0190,2021,81.39,35.39,High
C0190,2022,97.48,2.70,High
C0190,2023,34.06,32.38,Medium
C0190,2024,65.73,24.10,High
C0191,2015,65.45,7.12,High
C0191,2016,68.55,23.65,High
C0191,2017,57.23,46.12,Medium
C0191,2018,25.64,43.80,Low
C0191,2019,8.08,4.32,Low
C0191,2020,1.36,22.03,Low
C0191,2021,18.03,25.48,Low
C0191,2022,12.00,34.55,Low
C0191,2023,3.82,38.33,Low
C0191,2024,9.04,41.42,Low
C0192,2015,4.88,29.82,Low
C0192,2016,54.81,44.11,Medium
C0192,2017,5.72,27.83,Low
C0192,2018,99.62,1.15,High
C0192,2019,50.17,22.93,Medium
C0192,2020,90.11,8.06,High
C0192,2021,48.78,28.70,Medium
C0192,2022,13.59,34.04,Low
C0192,2023,84.06,34.05,High
C0192,2024,23.77,24.52,Low
C0193,2015,4.05,35.85,Low
C0193,2016,19.10,5.72,Low
C0193,2017,59.95,47.39,Medium
C0193,2018,43.47,42.16,Medium
C0193,2019,16.16,42.75,Low
C0193,2020,53.30,1.65,Medium
C0193,2021,95.31,11.47,High
C0193,2022,72.66,4.96,High
C0193,2023,6.92,43.27,Low
C0193,2024,31.98,37.50,Medium
C0194,2015,69.24,4.81,High
C0194,2016,14.01,20.10,Low
C0194,2017,53.87,25.60,Medium
C0194,2018,54.61,35.76,Medium
C0194,2019,8.84,14.67,Low
C0194,2020,60.61,14.52,High
C0194,2021,90.01,26.58,High
C0194,2022,65.17,26.28,High
C0194,2023,91.55,5.61,High
C0194,2024,61.35,35.63,High
C0195,2015,75.18,8.93,High
C0195,2016,89.26,42.49,High
C0195,2017,46.33,38.66,Medium
C0195,2018,15.80,49.05,Low
C0195,2019,11.93,8.55,Low
C0195,2020,95.35,47.23,High
C0195,2021,54.69,36.63,Medium
C0195,2022,68.31,44.06,High
C0195,2023,61.18,1.71,High
C0195,2024,56.49,16.05,Medium
C0196,2015,55.94,1.47,Medium
C0196,2016,47.30,9.10,Medium
C0196,2017,88.44,44.21,High
C0196,2018,12.09,20.54,Low
C0196,2019,71.59,33.58,High
C0196,2020,68.08,24.20,High
C0196,2021,6.24,23.68,Low
C0196,2022,21.71,32.49,Low
C0196,2023,78.77,21.74,High
C0196,2024,23.38,1.04,Low
C0197,2015,57.77,40.03,Medium
C0197,2016,8.37,13.67,Low
C0197,2017,22.29,33.57,Low
C0197,2018,89.09,32.91,High
C0197,2019,36.18,7.23,Medium
C0197,2020,80.59,8.23,High
C0197,2021,47.85,22.39,Medium
C0197,2022,32.23,17.09,Medium
C0197,2023,56.66,13.67,Medium
C0197,2024,53.40,15.46,Medium
C0198,2015,98.48,12.72,High
C0198,2016,34.44,5.54,Medium
C0198,2017,65.37,4.39,High
C0198,2018,68.95,44.00,High
C0198,2019,62.63,40.74,High
C0198,2020,47.92,24.71,Medium
C0198,2021,78.35,15.99,High
C0198,2022,76.82,34.34,High
C0198,2023,95.90,5.46,High
C0198,2024,97.70,5.08,High
C0199,2015,21.52,7.06,Low
C0199,2016,65.44,34.60,High
C0199,2017,85.65,41.08,High
C0199,2018,96.23,26.81,High
C0199,2019,14.27,8.43,Low
C0199,2020,94.91,16.84,High
C0199,2021,22.55,41.15,Low
C0199,2022,57.25,25.63,Medium
C0199,2023,65.43,22.56,High
C0199,2024,87.95,32.95,High
C0200,2015,80.37,17.74,High
C0200,2016,93.45,0.22,High
C0200,2017,78.74,47.04,High
C0200,2018,33.87,35.53,Medium
C0200,2019,17.88,47.90,Low
C0200,2020,15.57,42.50,Low
C0200,2021,8.75,18.70,Low
C0200,2022,93.24,18.93,High
C0200,2023,48.62,7.21,Medium
C0200,2024,96.54,40.36,High
C0201,2015,77.49,30.99,High
C0201,2016,95.38,12.79,High
C0201,2017,86.86,48.00,High
C0201,2018,58.33,38.39,Medium
C0201,2019,22.58,44.13,Low
C0201,2020,25.40,8.70,Low
C0201,2021,37.14,29.63,Medium
C0201,2022,2.43,49.54,Low
C0201,2023,66.68,17.47,High
C0201,2024,55.52,20.17,Medium
C0202,2015,10.10,26.86,Low
C0202,2016,82.49,2.23,High
C0202,2017,82.27,11.29,High
C0202,2018,11.86,16.14,Low
C0202,2019,20.39,0.46,Low
C0202,2020,25.04,15.79,Low
C0202,2021,52.56,27.27,Medium
C0202,2022,94.49,0.96,High
C0202,2023,66.53,26.59,High
C0202,2024,68.11,39.99,High
C0203,2015,29.14,7.30,Low
C0203,2016,62.41,48.07,High
C0203,2017,21.13,20.75,Low
C0203,2018,71.10,21.92,High
C0203,2019,23.49,25.74,Low
C0203,2020,1.40,19.66,Low
C0203,2021,52.37,32.62,Medium
C0203,2022,29.80,8.90,Low
C0203,2023,62.90,46.02,High
C0203,2024,74.61,43.42,High
C0204,2015,81.38,32.24,High
C0204,2016,98.15,39.47,High
C0204,2017,55.56,35.43,Medium
C0204,2018,48.25,23.72,Medium
C0204,2019,24.56,7.78,Low
C0204,2020,74.69,16.21,High
C0204,2021,48.27,44.22,Medium
C0204,2022,32.70,33.29,Medium
C0204,2023,43.21,43.26,Medium
C0204,2024,37.05,43.89,Medium
C0205,2015,97.85,26.36,High
C0205,2016,22.64,21.83,Low
C0205,2017,41.45,21.47,Medium
C0205,2018,30.73,22.20,Medium
C0205,2019,17.16,47.31,Low
C0205,2020,29.95,7.52,Low
C0205,2021,48.93,7.59,Medium
C0205,2022,63.16,19.36,High
C0205,2023,61.69,40.09,High
C0205,2024,77.27,42.61,High
C0206,2015,7.13,41.27,Low
C0206,2016,31.44,29.10,Medium
C0206,2017,35.26,42.89,Medium
C0206,2018,69.22,9.64,High
C0206,2019,20.75,29.93,Low
C0206,2020,21.43,16.43,Low
C0206,2021,9.52,13.65,Low
C0206,2022,53.33,4.98,Medium
C0206,2023,72.68,18.24,High
C0206,2024,69.77,1.75,High
C0207,2015,74.28,17.62,High
C0207,2016,16.96,23.74,Low
C0207,2017,58.66,17.89,Medium
C0207,2018,9.33,38.56,Low
C0207,2019,96.67,14.04,High
C0207,2020,10.51,3.74,Low
C0207,2021,87.76,9.96,High
C0207,2022,3.84,41.00,Low
C0207,2023,53.11,31.80,Medium
C0207,2024,85.28,28.86,High
C0208,2015,63.46,26.93,High
C0208,2016,49.38,37.45,Medium
C0208,2017,12.74,9.81,Low
C0208,2018,65.92,10.49,High
C0208,2019,60.23,6.51,High
C0208,2020,45.87,16.97,Medium
C0208,2021,23.49,13.69,Low
C0208,2022,22.01,45.76,Low
C0208,2023,97.00,0.62,High
C0208,2024,96.51,23.71,High
C0209,2015,93.70,36.53,High
C0209,2016,51.60,45.33,Medium
C0209,2017,98.83,48.30,High
C0209,2018,29.74,3.46,Low
C0209,2019,42.69,9.75,Medium
C0209,2020,17.43,49.95,Low
C0209,2021,46.41,15.67,Medium
C0209,2022,18.50,2.78,Low
C0209,2023,6.62,46.68,Low
C0209,2024,1.00,20.17,Low
C0210,2015,37.85,14.55,Medium
C0210,2016,89.76,7.53,High
C0210,2017,43.74,21.26,Medium
C0210,2018,64.56,18.39,High
C0210,2019,81.79,46.21,High
C0210,2020,55.30,10.59,Medium
C0210,2021,56.32,4.32,Medium
C0210,2022,52.41,13.82,Medium
C0210,2023,12.51,27.30,Low
C0210,2024,63.57,16.39,High
C0211,2015,72.32,15.61,High
C0211,2016,0.03,19.90,Low
C0211,2017,8.33,43.62,Low
C0211,2018,54.17,33.14,Medium
C0211,2019,83.89,26.36,High
C0211,2020,53.31,20.15,Medium
C0211,2021,43.45,3.52,Medium
C0211,2022,93.68,44.23,High
C0211,2023,7.63,6.42,Low
C0211,2024,13.82,9.32,Low
C0212,2015,68.51,22.51,High
C0212,2016,10.88,7.01,Low
C0212,2017,13.51,32.00,Low
C0212,2018,87.19,24.72,High
C0212,2019,21.02,24.89,Low
C0212,2020,62.24,48.35,High
C0212,2021,39.68,33.69,Medium
C0212,2022,13.67,36.60,Low
C0212,2023,38.61,30.47,Medium
C0212,2024,41.62,12.98,Medium
C0213,2015,62.86,3.15,High
C0213,2016,15.35,28.05,Low
C0213,2017,3.74,22.33,Low
C0213,2018,60.60,6.16,High
C0213,2019,6.54,42.98,Low
C0213,2020,15.39,24.84,Low
C0213,2021,98.15,22.69,High
C0213,2022,2.28,20.87,Low
C0213,2023,64.23,36.89,High
C0213,2024,13.88,2.59,Low
C0214,2015,82.12,10.77,High
C0214,2016,58.18,45.12,Medium
C0214,2017,47.25,2.01,Medium
C0214,2018,46.04,30.54,Medium
C0214,2019,67.09,12.07,High
C0214,2020,83.87,27.02,High
C0214,2021,0.69,26.56,Low
C0214,2022,2.03,32.81,Low
C0214,2023,27.25,8.59,Low
C0214,2024,73.83,32.04,High
C0215,2015,19.38,39.08,Low
C0215,2016,40.67,8.79,Medium
C0215,2017,50.76,39.47,Medium
C0215,2018,37.29,6.09,Medium
C0215,2019,46.46,13.14,Medium
C0215,2020,79.87,18.09,High
C0215,2021,22.92,15.57,Low
C0215,2022,32.67,36.69,Medium
C0215,2023,52.66,13.45,Medium
C0215,2024,86.51,37.54,High
C0216,2015,20.52,2.86,Low
C0216,2016,52.48,15.93,Medium
C0216,2017,87.58,45.64,High
C0216,2018,11.25,19.28,Low
C0216,2019,72.14,23.51,High
C0216,2020,22.37,37.64,Low
C0216,2021,17.36,2.69,Low
C0216,2022,23.63,35.03,Low
C0216,2023,50.29,3.22,Medium
C0216,2024,60.34,27.63,High
C0217,2015,19.43,30.58,Low
C0217,2016,11.20,7.23,Low
C0217,2017,45.27,42.55,Medium
C0217,2018,5.74,28.45,Low
C0217,2019,53.89,7.74,Medium
C0217,2020,68.29,43.04,High
C0217,2021,94.58,41.24,High
C0217,2022,14.29,33.54,Low
C0217,2023,43.33,20.27,Medium
C0217,2024,25.67,24.71,Low
C0218,2015,21.79,35.17,Low
C0218,2016,51.95,15.02,Medium
C0218,2017,14.34,29.77,Low
C0218,2018,1.54,31.10,Low
C0218,2019,16.21,11.10,Low
C0218,2020,33.55,6.43,Medium
C0218,2021,1.10,8.24,Low
C0218,2022,85.71,1.06,High
C0218,2023,58.36,37.56,Medium
C0218,2024,2.72,40.47,Low
C0219,2015,22.86,39.98,Low
C0219,2016,66.43,46.50,High
C0219,2017,2.99,4.24,Low
C0219,2018,37.70,46.53,Medium
C0219,2019,9.67,25.09,Low
C0219,2020,39.16,19.67,Medium
C0219,2021,96.80,7.09,High
C0219,2022,45.50,24.16,Medium
C0219,2023,61.37,34.09,High
C0219,2024,40.84,4.45,Medium
C0220,2015,31.50,48.89,Medium
C0220,2016,61.06,45.84,High
C0220,2017,62.07,44.36,High
C0220,2018,61.53,20.48,High
C0220,2019,2.68,42.80,Low
C0220,2020,69.65,6.27,High
C0220,2021,67.58,45.54,High
C0220,2022,7.01,42.73,Low
C0220,2023,19.02,29.36,Low
C0220,2024,52.04,33.12,Medium
C0221,2015,36.08,17.54,Medium
C0221,2016,57.60,47.44,Medium
C0221,2017,76.04,3.34,High
C0221,2018,54.81,44.55,Medium
C0221,2019,45.90,13.07,Medium
C0221,2020,26.36,40.25,Low
C0221,2021,61.55,2.47,High
C0221,2022,82.72,12.21,High
C0221,2023,26.24,9.89,Low
C0221,2024,78.81,48.91,High
C0222,2015,41.76,10.49,Medium
C0222,2016,11.19,18.56,Low
C0222,2017,91.06,14.90,High
C0222,2018,68.16,49.30,High
C0222,2019,84.10,30.79,High
C0222,2020,65.49,17.99,High
C0222,2021,12.35,45.40,Low
C0222,2022,54.16,35.36,Medium
C0222,2023,63.36,35.17,High
C0222,2024,26.12,24.32,Low
C0223,2015,63.09,24.89,High
C0223,2016,56.68,36.54,Medium
C0223,2017,2.16,0.51,Low
C0223,2018,88.26,21.86,High
C0223,2019,53.39,49.06,Medium
C0223,2020,58.44,32.69,Medium
C0223,2021,15.13,18.94,Low
C0223,2022,80.40,8.51,High
C0223,2023,53.15,17.93,Medium
C0223,2024,8.85,24.00,Low
C0224,2015,70.09,31.54,High
C0224,2016,48.89,49.16,Medium
C0224,2017,33.47,24.81,Medium
C0224,2018,92.16,18.18,High
C0224,2019,82.13,12.69,High
C0224,2020,4.28,38.30,Low
C0224,2021,69.86,23.19,High
C0224,2022,17.21,36.26,Low
C0224,2023,1.67,14.18,Low
C0224,2024,21.86,18.56,Low
C0225,2015,4.78,47.79,Low
C0225,2016,63.82,11.67,High
C0225,2017,75.75,15.93,High
C0225,2018,17.81,25.44,Low
C0225,2019,20.94,26.29,Low
C0225,2020,13.41,3.33,Low
C0225,2021,56.24,48.57,Medium
C0225,2022,48.93,15.13,Medium
C0225,2023,0.62,2.69,Low
C0225,2024,36.96,12.75,Medium
C0226,2015,8.80,19.98,Low
C0226,2016,57.90,11.58,Medium
C0226,2017,47.38,7.75,Medium
C0226,2018,45.89,25.35,Medium
C0226,2019,73.51,39.82,High
C0226,2020,45.94,35.24,Medium
C0226,2021,48.62,21.27,Medium
C0226,2022,63.26,6.19,High
C0226,2023,30.14,47.74,Medium
C0226,2024,93.74,16.84,High
C0227,2015,28.15,5.16,Low
C0227,2016,91.38,16.82,High
C0227,2017,81.37,34.85,High
C0227,2018,90.62,12.55,High
C0227,2019,18.33,9.15,Low
C0227,2020,23.13,13.18,Low
C0227,2021,84.78,27.59,High
C0227,2022,95.72,43.73,High
C0227,2023,75.32,6.60,High
C0227,2024,63.80,7.19,High
C0228,2015,80.94,21.42,High
C0228,2016,4.16,6.27,Low
C0228,2017,85.43,48.96,High
C0228,2018,28.11,43.93,Low
C0228,2019,5.67,3.24,Low
C0228,2020,68.16,45.34,High
C0228,2021,75.28,14.22,High
C0228,2022,62.72,16.15,High
C0228,2023,35.01,16.92,Medium
C0228,2024,11.72,3.50,Low
C0229,2015,76.90,38.93,High
C0229,2016,4.74,9.13,Low
C0229,2017,75.97,10.40,High
C0229,2018,95.74,38.43,High
C0229,2019,99.68,3.01,High
C0229,2020,39.63,16.80,Medium
C0229,2021,10.87,28.05,Low
C0229,2022,9.45,5.79,Low
C0229,2023,49.15,21.27,Medium
C0229,2024,79.18,17.69,High
C0230,2015,4.79,16.08,Low
C0230,2016,16.83,13.52,Low
C0230,2017,58.86,16.96,Medium
C0230,2018,8.55,19.60,Low
C0230,2019,87.84,6.41,High
C0230,2020,50.31,10.39,Medium
C0230,2021,38.68,45.52,Medium
C0230,2022,1.32,47.23,Low
C0230,2023,11.30,49.63,Low
C0230,2024,82.76,23.93,High
C0231,2015,69.90,6.78,High
C0231,2016,2.04,34.19,Low
C0231,2017,97.40,46.84,High
C0231,2018,35.33,1.55,Medium
C0231,2019,60.64,1.10,High
C0231,2020,72.26,30.63,High
C0231,2021,95.65,1.97,High
C0231,2022,89.04,19.58,High
C0231,2023,59.74,18.87,Medium
C0231,2024,13.94,4.95,Low
C0232,2015,84.50,37.29,High
C0232,2016,81.68,5.44,High
C0232,2017,63.91,13.69,High
C0232,2018,98.92,36.36,High
C0232,2019,52.83,30.91,Medium
C0232,2020,21.37,23.63,Low
C0232,2021,25.38,2.45,Low
C0232,2022,40.66,38.15,Medium
C0232,2023,42.27,41.27,Medium
C0232,2024,83.12,5.11,High
C0233,2015,88.69,49.31,High
C0233,2016,38.27,17.37,Medium
C0233,2017,94.53,21.22,High
C0233,2018,92.81,20.72,High
C0233,2019,41.06,31.65,Medium
C0233,2020,86.81,28.66,High
C0233,2021,11.28,28.04,Low
C0233,2022,51.12,39.07,Medium
C0233,2023,71.27,46.40,High
C0233,2024,34.56,41.09,Medium
C0234,2015,2.31,36.05,Low
C0234,2016,5.55,2.53,Low
C0234,2017,89.46,12.42,High
C0234,2018,51.85,5.24,Medium
C0234,2019,15.23,42.74,Low
C0234,2020,90.21,32.61,High
C0234,2021,94.22,1.68,High
C0234,2022,32.61,36.16,Medium
