Company_ID,Year,Employee_Turnover,Diversity,Training_Hours
C0147,2023,21.84,42.52,41.67
C0147,2024,18.03,28.73,12.71
C0148,2015,20.91,29.73,46.41
C0148,2016,13.78,57.99,59.39
C0148,2017,18.56,48.94,31.47
C0148,2018,5.62,23.62,32.47
C0148,2019,22.61,28.92,42.97
C0148,2020,18.70,45.08,46.83
C0148,2021,22.32,31.34,49.49
C0148,2022,20.42,30.07,13.88
C0148,2023,10.73,28.09,50.03
C0148,2024,10.46,27.43,53.20
C0149,2015,20.99,44.53,12.26
C0149,2016,8.69,56.23,11.96
C0149,2017,7.21,34.45,37.54
C0149,2018,5.30,24.86,34.84
C0149,2019,10.97,24.97,59.00
C0149,2020,6.99,57.35,24.72
C0149,2021,21.03,41.15,39.51
C0149,2022,14.69,38.65,35.33
C0149,2023,10.05,55.63,36.79
C0149,2024,17.04,40.28,42.98
C0150,2015,6.41,39.22,36.88
C0150,2016,19.52,57.07,10.35
C0150,2017,15.03,38.98,52.19
C0150,2018,5.13,35.64,20.06
C0150,2019,11.38,43.27,21.56
C0150,2020,20.00,59.09,42.40
C0150,2021,8.76,58.55,33.89
C0150,2022,24.24,51.02,38.72
C0150,2023,22.93,39.97,34.87
C0150,2024,20.56,55.26,30.89
C0151,2015,6.57,36.78,34.17
C0151,2016,12.08,45.61,17.05
C0151,2017,10.96,27.18,58.47
C0151,2018,7.75,46.45,38.74
C0151,2019,24.99,31.04,24.34
C0151,2020,7.94,50.87,45.64
C0151,2021,11.31,36.56,54.01
C0151,2022,22.60,35.94,24.82
C0151,2023,7.89,49.86,26.23
C0151,2024,14.39,37.01,31.93
C0152,2015,24.51,48.56,20.86
C0152,2016,9.95,54.20,50.49
C0152,2017,19.06,25.48,39.21
C0152,2018,6.60,39.16,12.85
C0152,2019,17.02,57.80,59.84
C0152,2020,11.78,52.49,38.75
C0152,2021,18.99,58.94,54.50
C0152,2022,13.66,54.41,35.08
C0152,2023,10.98,32.41,39.12
C0152,2024,15.92,27.17,32.72
C0153,2015,7.79,28.42,31.14
C0153,2016,21.29,28.68,20.92
C0153,2017,20.01,23.03,58.11
C0153,2018,15.90,56.27,19.09
C0153,2019,12.34,40.10,36.32
C0153,2020,23.30,24.05,14.35
C0153,2021,17.69,50.51,59.67
C0153,2022,10.70,33.03,37.78
C0153,2023,21.13,22.84,50.73
C0153,2024,17.70,27.59,38.15
C0154,2015,7.54,46.30,50.25
C0154,2016,7.28,51.76,36.72
C0154,2017,23.76,30.15,32.25
C0154,2018,10.76,43.08,32.80
C0154,2019,18.27,20.03,10.12
C0154,2020,5.73,31.14,28.53
C0154,2021,16.13,27.27,57.60
C0154,2022,9.62,23.06,43.78
C0154,2023,7.79,39.36,55.97
C0154,2024,20.47,45.24,20.01
C0155,2015,21.19,21.86,34.56
C0155,2016,19.30,25.52,11.72
C0155,2017,5.22,57.29,43.85
C0155,2018,10.70,28.92,49.20
C0155,2019,12.22,50.40,47.39
C0155,2020,18.82,49.91,14.34
C0155,2021,20.11,32.86,22.38
C0155,2022,17.56,28.16,42.79
C0155,2023,20.78,29.76,47.95
C0155,2024,13.55,42.64,23.71
C0156,2015,15.84,35.25,30.31
C0156,2016,6.29,39.82,27.56
C0156,2017,13.54,52.46,10.23
C0156,2018,13.65,40.09,38.83
C0156,2019,17.23,59.81,43.46
C0156,2020,12.56,46.63,23.82
C0156,2021,9.77,28.29,44.39
C0156,2022,9.75,39.98,22.14
C0156,2023,7.68,52.54,45.78
C0156,2024,19.02,28.73,32.86
C0157,2015,17.45,49.18,53.60
C0157,2016,16.58,21.34,37.24
C0157,2017,15.62,57.71,19.23
C0157,2018,12.35,46.53,51.10
C0157,2019,20.37,26.50,48.88
C0157,2020,23.44,54.97,14.21
C0157,2021,13.80,23.27,12.40
C0157,2022,13.18,36.24,16.81
C0157,2023,8.25,49.48,52.27
C0157,2024,18.41,57.50,26.02
C0158,2015,16.16,33.95,35.24
C0158,2016,24.76,53.22,40.15
C0158,2017,16.69,27.87,47.17
C0158,2018,10.77,21.40,51.50
C0158,2019,16.26,21.15,35.79
C0158,2020,24.69,46.33,30.79
C0158,2021,19.47,26.17,19.80
C0158,2022,7.57,22.01,40.38
C0158,2023,11.86,59.07,37.49
C0158,2024,10.97,29.68,24.56
C0159,2015,22.14,38.50,32.31
C0159,2016,17.22,44.52,46.98
C0159,2017,21.20,25.78,41.35
C0159,2018,8.52,34.29,34.09
C0159,2019,23.16,45.91,23.62
C0159,2020,6.17,45.59,43.40
C0159,2021,12.50,53.68,41.38
C0159,2022,5.28,37.50,32.91
C0159,2023,8.69,55.59,21.93
C0159,2024,24.24,47.29,18.74
C0160,2015,6.57,42.48,26.97
C0160,2016,7.91,24.69,55.44
C0160,2017,23.50,42.99,47.69
C0160,2018,19.20,43.79,54.55
C0160,2019,13.14,50.35,52.13
C0160,2020,6.38,48.77,32.94
C0160,2021,20.70,41.20,36.52
C0160,2022,14.85,43.71,18.48
C0160,2023,11.46,50.89,46.04
C0160,2024,12.22,34.06,31.10
C0161,2015,15.11,25.40,18.06
C0161,2016,16.02,54.97,14.77
C0161,2017,21.36,58.60,44.81
C0161,2018,20.43,37.17,34.11
C0161,2019,20.34,59.61,10.45
C0161,2020,19.59,32.91,51.23
C0161,2021,20.16,22.66,40.97
C0161,2022,18.55,42.90,11.92
C0161,2023,22.36,54.73,25.23
C0161,2024,16.15,44.70,46.12
C0162,2015,15.42,20.38,12.95
C0162,2016,19.03,20.47,46.81
C0162,2017,8.32,48.97,35.24
C0162,2018,20.54,53.81,49.14
C0162,2019,23.72,30.12,52.76
C0162,2020,10.93,38.81,48.39
C0162,2021,17.22,58.44,13.90
C0162,2022,5.65,38.42,33.02
C0162,2023,20.32,25.43,25.94
C0162,2024,16.19,56.47,35.42
C0163,2015,18.47,39.81,58.29
C0163,2016,7.86,33.77,16.22
C0163,2017,21.19,23.90,53.28
C0163,2018,10.12,38.33,59.54
C0163,2019,18.70,50.79,59.50
C0163,2020,16.86,48.69,49.83
C0163,2021,18.08,39.86,33.28
C0163,2022,6.00,48.78,18.90
C0163,2023,19.84,34.03,40.41
C0163,2024,20.90,49.41,40.52
C0164,2015,14.50,23.43,25.82
C0164,2016,13.18,27.97,40.84
C0164,2017,11.85,55.11,15.83
C0164,2018,23.56,31.75,41.70
C0164,2019,20.10,28.24,54.84
C0164,2020,18.97,23.56,33.60
C0164,2021,23.51,35.72,48.23
C0164,2022,11.98,22.68,41.78
C0164,2023,17.60,39.88,10.15
C0164,2024,18.72,56.77,16.10
C0165,2015,24.92,51.49,48.74
C0165,2016,13.54,21.63,12.02
C0165,2017,13.00,31.99,57.81
C0165,2018,6.69,27.51,54.70
C0165,2019,6.97,22.68,28.12
C0165,2020,15.24,24.35,25.52
C0165,2021,8.42,56.33,40.65
C0165,2022,6.46,32.40,40.59
C0165,2023,24.30,35.69,14.45
C0165,2024,24.03,39.43,20.77
C0166,2015,11.51,49.80,41.82
C0166,2016,20.80,51.93,50.04
C0166,2017,22.45,58.55,19.60
C0166,2018,14.29,28.43,45.10
C0166,2019,9.47,32.04,53.52
C0166,2020,7.60,32.52,15.89
C0166,2021,7.82,37.81,31.96
C0166,2022,20.94,52.30,52.53
C0166,2023,12.69,29.58,28.53
C0166,2024,18.87,51.32,23.47
C0167,2015,15.77,28.16,47.28
C0167,2016,12.89,48.41,30.04
C0167,2017,7.48,51.96,45.32
C0167,2018,11.67,54.15,16.32
C0167,2019,21.80,40.41,37.68
C0167,2020,21.23,33.15,28.97
C0167,2021,5.57,50.90,59.87
C0167,2022,7.81,32.84,39.57
C0167,2023,20.12,25.92,44.11
C0167,2024,11.71,53.39,16.55
C0168,2015,17.87,36.45,59.60
C0168,2016,16.25,42.83,12.57
C0168,2017,18.04,56.74,13.54
C0168,2018,6.07,25.43,13.79
C0168,2019,23.62,42.29,53.53
C0168,2020,5.42,42.35,46.43
C0168,2021,5.16,54.48,58.65
C0168,2022,9.52,33.65,13.33
C0168,2023,24.87,36.05,44.58
C0168,2024,6.45,40.77,36.66
C0169,2015,22.49,26.69,41.96
C0169,2016,8.18,38.83,35.65
C0169,2017,7.18,37.44,43.77
C0169,2018,20.58,27.90,55.35
C0169,2019,21.93,53.32,39.37
C0169,2020,20.84,37.24,54.82
C0169,2021,9.82,32.24,49.11
C0169,2022,22.60,25.21,53.25
C0169,2023,6.44,23.59,42.96
C0169,2024,11.84,58.41,35.93
C0170,2015,14.26,59.81,13.48
C0170,2016,6.35,55.92,51.75
C0170,2017,16.60,38.35,22.10
C0170,2018,16.19,52.32,11.83
C0170,2019,24.84,53.37,35.95
C0170,2020,17.43,31.99,41.63
C0170,2021,12.95,43.44,43.09
C0170,2022,20.80,58.27,43.49
C0170,2023,11.70,31.20,42.69
C0170,2024,15.66,46.52,50.41
C0171,2015,6.11,46.50,48.47
C0171,2016,11.45,38.11,50.64
C0171,2017,15.56,39.61,33.01
C0171,2018,19.05,38.26,13.14
C0171,2019,6.98,40.84,41.98
C0171,2020,20.94,25.95,20.51
C0171,2021,23.00,51.79,52.98
C0171,2022,10.62,46.44,46.08
C0171,2023,20.31,58.95,48.29
C0171,2024,8.61,29.83,24.32
C0172,2015,15.47,25.84,41.65
C0172,2016,20.95,33.70,36.40
C0172,2017,12.73,40.39,23.42
C0172,2018,5.53,28.20,50.61
C0172,2019,15.80,38.42,37.50
C0172,2020,21.89,45.70,19.54
C0172,2021,7.17,22.25,25.26
C0172,2022,5.59,50.32,21.36
C0172,2023,21.18,57.59,25.62
C0172,2024,10.34,30.73,19.41
C0173,2015,12.29,51.05,28.56
C0173,2016,6.74,36.72,44.70
C0173,2017,6.93,46.58,57.96
C0173,2018,17.29,49.72,20.53
C0173,2019,16.04,31.80,24.99
C0173,2020,10.85,51.50,10.11
C0173,2021,14.05,24.20,21.27
C0173,2022,12.76,59.47,30.92
C0173,2023,18.90,33.48,33.09
C0173,2024,22.24,28.95,23.32
C0174,2015,20.30,25.55,17.52
C0174,2016,5.09,52.49,38.15
C0174,2017,6.99,43.44,30.46
C0174,2018,13.59,58.07,31.31
C0174,2019,22.04,45.91,54.75
C0174,2020,9.74,33.62,38.07
C0174,2021,22.58,53.46,29.42
C0174,2022,7.20,31.25,22.69
C0174,2023,6.45,31.63,31.43
C0174,2024,23.27,21.13,53.09
C0175,2015,8.24,30.08,58.26
C0175,2016,14.28,30.46,28.86
C0175,2017,11.52,31.90,20.45
C0175,2018,7.95,34.75,55.73
C0175,2019,17.64,43.07,17.22
C0175,2020,24.27,28.66,24.87
C0175,2021,18.16,45.47,20.21
C0175,2022,12.07,25.33,38.29
C0175,2023,19.24,57.24,30.43
C0175,2024,7.86,21.04,24.36
C0176,2015,16.60,56.33,48.40
C0176,2016,14.39,41.89,43.21
C0176,2017,12.20,48.40,59.78
C0176,2018,19.79,31.93,25.60
C0176,2019,7.37,26.95,52.26
C0176,2020,15.66,57.89,25.13
C0176,2021,22.09,37.64,10.45
C0176,2022,9.03,39.22,17.54
C0176,2023,10.29,59.43,35.42
C0176,2024,18.21,33.44,50.50
C0177,2015,20.45,24.01,12.87
C0177,2016,10.67,43.48,51.60
C0177,2017,12.20,42.19,45.80
C0177,2018,19.80,50.92,11.73
C0177,2019,10.71,58.20,15.31
C0177,2020,18.32,32.31,13.78
C0177,2021,8.18,48.87,43.95
C0177,2022,13.23,37.38,38.05
C0177,2023,18.77,51.35,27.94
C0177,2024,14.20,26.57,14.42
C0178,2015,5.38,40.03,29.65
C0178,2016,13.13,23.09,44.11
C0178,2017,10.77,42.45,14.67
C0178,2018,7.03,26.76,52.83
C0178,2019,5.18,58.40,13.15
C0178,2020,5.91,42.17,40.41
C0178,2021,23.98,41.17,19.46
C0178,2022,20.00,58.89,14.58
C0178,2023,23.79,39.94,27.75
C0178,2024,7.30,47.07,43.35
C0179,2015,16.41,21.87,16.05
C0179,2016,6.67,48.33,33.78
C0179,2017,5.54,24.17,30.31
C0179,2018,14.33,51.21,31.37
C0179,2019,17.93,55.07,57.17
C0179,2020,6.27,32.62,27.45
C0179,2021,12.30,55.13,59.58
C0179,2022,6.80,39.31,36.92
C0179,2023,12.24,42.86,52.12
C0179,2024,14.44,36.44,27.44
C0180,2015,11.75,39.06,14.24
C0180,2016,16.52,56.33,14.22
C0180,2017,16.69,57.89,38.71
C0180,2018,11.66,37.83,56.50
C0180,2019,12.79,40.57,13.56
C0180,2020,13.82,24.65,44.46
C0180,2021,12.51,33.02,38.16
C0180,2022,20.21,40.53,42.61
C0180,2023,7.80,28.10,20.78
C0180,2024,22.14,43.06,13.53
C0181,2015,11.63,47.41,13.74
C0181,2016,19.48,46.00,22.34
C0181,2017,22.68,37.70,20.68
C0181,2018,22.75,50.77,16.32
C0181,2019,14.05,32.78,23.23
C0181,2020,10.13,38.77,36.70
C0181,2021,17.12,30.81,57.48
C0181,2022,8.68,44.15,56.11
C0181,2023,20.81,37.63,23.59
C0181,2024,19.23,28.68,13.31
C0182,2015,20.91,32.33,59.78
C0182,2016,13.67,31.18,33.82
C0182,2017,16.15,56.44,58.92
C0182,2018,7.05,40.88,36.88
C0182,2019,18.75,46.11,54.32
C0182,2020,14.74,57.39,32.36
C0182,2021,15.18,27.29,41.10
C0182,2022,21.94,57.48,36.79
C0182,2023,20.45,41.59,20.99
C0182,2024,15.70,54.25,48.19
C0183,2015,12.10,26.72,12.74
C0183,2016,13.93,30.92,28.12
C0183,2017,12.02,27.77,53.50
C0183,2018,8.03,46.14,35.13
C0183,2019,17.92,25.63,13.88
C0183,2020,18.83,51.70,20.38
C0183,2021,24.42,30.02,15.48
C0183,2022,14.11,30.22,23.88
C0183,2023,24.95,31.24,18.27
C0183,2024,8.74,49.86,45.60
C0184,2015,18.13,56.97,42.97
C0184,2016,24.90,56.30,16.75
C0184,2017,17.81,24.05,32.25
C0184,2018,14.05,30.50,24.79
C0184,2019,15.31,46.89,26.86
C0184,2020,21.91,44.74,38.80
C0184,2021,23.78,34.00,54.93
C0184,2022,14.08,54.51,54.87
C0184,2023,20.45,25.22,30.65
C0184,2024,23.67,45.56,29.66
C0185,2015,10.64,30.92,35.90
C0185,2016,14.86,41.09,33.71
C0185,2017,24.91,35.50,13.09
C0185,2018,12.07,59.19,38.94
C0185,2019,17.39,39.47,39.24
C0185,2020,18.14,59.04,32.52
C0185,2021,8.08,30.20,30.70
C0185,2022,21.13,50.72,56.95
C0185,2023,13.26,48.68,40.04
C0185,2024,15.01,53.91,50.81
C0186,2015,17.86,47.74,57.69
C0186,2016,13.21,47.29,50.51
C0186,2017,11.50,46.43,57.15
C0186,2018,15.93,59.40,47.96
C0186,2019,11.94,29.12,18.51
C0186,2020,13.68,21.20,21.35
C0186,2021,7.17,47.12,19.69
C0186,2022,21.89,26.89,26.11
C0186,2023,13.23,47.18,27.75
C0186,2024,6.66,32.79,50.56
C0187,2015,20.80,21.73,28.04
C0187,2016,5.39,50.79,46.36
C0187,2017,16.99,22.07,55.19
C0187,2018,19.05,28.97,15.73
C0187,2019,8.82,33.46,10.01
C0187,2020,7.63,25.31,54.43
C0187,2021,7.28,56.54,21.91
C0187,2022,24.87,44.87,17.67
C0187,2023,20.10,55.02,24.76
C0187,2024,11.25,47.28,19.30
C0188,2015,11.71,59.68,49.68
C0188,2016,17.97,41.01,41.73
C0188,2017,14.15,22.15,18.37
C0188,2018,10.43,26.43,39.18
C0188,2019,6.14,43.54,20.40
C0188,2020,20.68,33.91,19.88
C0188,2021,22.76,24.52,39.77
C0188,2022,9.12,29.53,43.23
C0188,2023,6.27,38.98,27.31
C0188,2024,7.37,40.73,48.17
C0189,2015,13.29,57.38,51.86
C0189,2016,10.99,23.63,55.82
C0189,2017,6.47,34.31,41.30
C0189,2018,14.10,40.24,21.00
C0189,2019,9.08,24.53,47.42
C0189,2020,6.34,47.51,15.39
C0189,2021,18.16,40.60,19.06
C0189,2022,16.45,38.38,51.64
C0189,2023,21.53,46.24,55.54
C0189,2024,11.05,31.51,13.34
C0190,2015,7.72,33.57,25.61
C0190,2016,12.20,26.51,41.46
C0190,2017,20.57,40.95,56.93
C0190,2018,9.83,34.90,38.54
C0190,2019,10.10,30.41,51.05
C0190,2020,7.95,24.99,56.14
C0190,2021,24.73,20.93,35.95
C0190,2022,24.35,27.73,47.02
C0190,2023,18.16,29.90,43.12
C0190,2024,9.30,39.42,43.57
C0191,2015,20.33,29.64,35.85
C0191,2016,16.68,52.71,41.16
C0191,2017,19.99,38.97,37.72
C0191,2018,22.21,44.95,41.89
C0191,2019,11.37,28.32,35.26
C0191,2020,23.27,36.65,21.12
C0191,2021,22.97,44.11,44.68
C0191,2022,15.94,32.44,29.20
C0191,2023,18.69,33.45,16.39
C0191,2024,13.22,52.30,52.57
C0192,2015,18.10,53.49,19.07
C0192,2016,15.98,41.32,37.04
C0192,2017,11.46,55.86,46.06
C0192,2018,11.46,49.47,42.39
C0192,2019,18.03,22.21,18.04
C0192,2020,24.13,42.38,19.71
C0192,2021,9.03,47.91,17.44
C0192,2022,12.85,41.64,13.63
C0192,2023,21.11,53.28,24.16
C0192,2024,7.46,32.03,36.21
C0193,2015,24.88,22.62,18.65
C0193,2016,18.56,45.34,58.54
C0193,2017,23.22,49.23,44.94
C0193,2018,21.76,50.61,39.17
C0193,2019,20.54,20.44,44.07
C0193,2020,5.66,46.94,31.80
C0193,2021,13.13,20.83,33.50
C0193,2022,9.04,50.99,54.43
C0193,2023,22.43,48.12,46.10
C0193,2024,18.61,42.70,39.41
C0194,2015,7.14,40.25,57.51
C0194,2016,12.19,48.60,43.13
C0194,2017,6.39,22.29,29.93
C0194,2018,19.80,53.29,12.37
C0194,2019,13.37,28.05,29.53
C0194,2020,9.69,39.11,56.24
C0194,2021,15.35,39.47,12.23
C0194,2022,5.84,51.08,19.23
C0194,2023,10.15,27.72,50.44
C0194,2024,8.51,31.99,28.25
C0195,2015,23.61,46.52,19.29
C0195,2016,12.54,36.51,50.78
C0195,2017,16.69,31.95,37.92
C0195,2018,15.06,44.86,37.42
C0195,2019,18.18,23.46,24.69
C0195,2020,10.58,51.59,43.76
C0195,2021,7.42,40.99,53.09
C0195,2022,6.63,28.24,47.51
C0195,2023,8.87,36.34,40.62
C0195,2024,14.66,25.24,27.53
C0196,2015,9.72,44.66,52.74
C0196,2016,13.68,46.77,38.31
C0196,2017,5.59,36.21,54.48
C0196,2018,17.55,33.59,22.71
C0196,2019,22.56,53.99,42.71
C0196,2020,5.95,43.04,56.76
C0196,2021,9.36,46.68,28.70
C0196,2022,11.36,25.10,57.56
C0196,2023,10.74,48.53,29.62
C0196,2024,5.81,37.78,31.88
C0197,2015,7.13,34.67,50.32
C0197,2016,23.25,57.18,23.04
C0197,2017,19.23,22.16,45.29
C0197,2018,24.17,27.82,24.92
C0197,2019,13.81,35.00,39.69
C0197,2020,22.58,32.96,48.80
C0197,2021,21.33,40.43,11.31
C0197,2022,22.50,36.04,14.42
C0197,2023,5.78,51.53,56.72
C0197,2024,18.05,50.72,50.79
C0198,2015,16.33,50.89,53.85
C0198,2016,15.90,34.77,31.95
C0198,2017,15.09,36.29,45.82
C0198,2018,20.92,48.82,59.91
C0198,2019,24.36,24.97,31.63
C0198,2020,21.58,54.08,52.34
C0198,2021,22.41,41.65,13.96
C0198,2022,14.68,53.94,37.19
C0198,2023,18.81,51.74,26.66
C0198,2024,13.31,34.98,36.15
C0199,2015,12.21,24.06,15.70
C0199,2016,22.91,56.83,28.38
C0199,2017,23.10,33.78,13.83
C0199,2018,18.64,34.95,32.65
C0199,2019,21.76,56.36,32.09
C0199,2020,12.21,56.69,26.49
C0199,2021,13.68,30.52,57.42
C0199,2022,21.42,23.56,14.15
C0199,2023,12.96,20.04,51.24
C0199,2024,5.80,37.53,27.75
C0200,2015,12.07,42.74,19.97
C0200,2016,12.96,30.81,23.63
C0200,2017,8.09,30.39,55.09
C0200,2018,11.88,34.27,51.24
C0200,2019,23.69,30.52,10.79
C0200,2020,22.17,54.34,17.37
C0200,2021,13.92,45.71,43.75
C0200,2022,19.20,53.16,25.87
C0200,2023,8.04,54.42,55.96
C0200,2024,20.05,37.40,49.33
C0201,2015,14.52,39.10,53.75
C0201,2016,19.45,59.11,19.64
C0201,2017,17.88,52.67,17.54
C0201,2018,9.66,51.92,56.60
C0201,2019,21.69,43.35,30.21
C0201,2020,16.44,38.45,30.79
C0201,2021,20.68,55.78,44.23
C0201,2022,6.88,52.18,29.87
C0201,2023,17.31,40.67,53.76
C0201,2024,10.84,30.82,57.95
C0202,2015,22.22,25.89,26.63
C0202,2016,23.99,42.11,20.40
C0202,2017,6.12,31.84,13.77
C0202,2018,19.49,30.57,20.72
C0202,2019,7.06,24.23,16.97
C0202,2020,22.15,21.38,11.46
C0202,2021,7.49,51.33,12.33
C0202,2022,8.90,24.32,35.47
C0202,2023,10.03,55.54,45.39
C0202,2024,19.56,28.55,59.16
C0203,2015,10.85,50.39,17.78
C0203,2016,16.92,52.92,44.91
C0203,2017,16.44,51.70,37.70
C0203,2018,13.05,54.91,33.91
C0203,2019,15.79,33.59,46.09
C0203,2020,7.36,59.44,21.93
C0203,2021,22.52,31.18,25.56
C0203,2022,9.14,57.37,29.23
C0203,2023,22.60,37.50,19.12
C0203,2024,15.37,22.28,33.93
C0204,2015,17.28,51.40,16.59
C0204,2016,10.15,51.50,25.91
C0204,2017,9.45,27.89,15.66
C0204,2018,14.81,52.94,11.79
C0204,2019,10.35,26.30,27.76
C0204,2020,13.46,26.06,40.88
C0204,2021,13.80,52.36,17.59
C0204,2022,10.42,31.61,59.67
C0204,2023,10.83,23.08,23.72
C0204,2024,24.46,58.25,11.13
C0205,2015,16.75,42.28,11.40
C0205,2016,21.64,37.92,43.33
C0205,2017,5.91,40.16,43.49
C0205,2018,5.04,46.82,55.14
C0205,2019,15.38,54.47,14.54
C0205,2020,21.54,46.90,28.82
C0205,2021,17.22,49.58,54.46
C0205,2022,17.38,27.21,49.88
C0205,2023,7.79,35.36,21.67
C0205,2024,24.57,43.39,54.50
C0206,2015,15.59,44.78,44.04
C0206,2016,7.05,30.83,23.22
C0206,2017,13.28,59.00,12.24
C0206,2018,6.44,24.73,34.87
C0206,2019,13.36,24.49,45.65
C0206,2020,19.23,29.17,23.43
C0206,2021,11.47,50.16,18.44
C0206,2022,11.26,21.46,13.76
C0206,2023,15.29,59.51,52.10
C0206,2024,14.97,59.51,12.74
C0207,2015,14.34,26.39,40.47
C0207,2016,15.34,36.05,48.16
C0207,2017,5.96,28.16,49.02
C0207,2018,14.49,36.32,42.68
C0207,2019,24.84,41.31,42.64
C0207,2020,20.29,52.91,33.70
C0207,2021,10.75,21.43,30.84
C0207,2022,18.55,59.48,16.87
C0207,2023,11.60,57.62,36.77
C0207,2024,8.83,42.82,13.55
C0208,2015,20.47,39.24,33.41
C0208,2016,9.19,42.03,46.55
C0208,2017,22.17,20.74,32.14
C0208,2018,12.61,49.51,35.41
C0208,2019,20.14,39.86,52.11
C0208,2020,10.19,31.44,42.33
C0208,2021,18.05,38.46,16.38
C0208,2022,9.25,31.70,37.15
C0208,2023,5.44,48.00,28.23
C0208,2024,21.29,44.58,20.34
C0209,2015,22.12,35.52,42.40
C0209,2016,22.61,32.57,29.33
C0209,2017,5.73,55.12,48.37
C0209,2018,20.22,47.29,39.33
C0209,2019,21.72,48.63,15.21
C0209,2020,11.23,44.74,27.52
C0209,2021,14.41,23.01,23.49
C0209,2022,13.16,22.37,17.50
C0209,2023,13.80,37.17,50.01
C0209,2024,21.93,57.22,28.93
C0210,2015,13.36,40.99,40.66
C0210,2016,11.05,55.04,54.10
C0210,2017,7.61,23.86,37.15
C0210,2018,18.50,48.97,22.90
C0210,2019,6.68,29.81,49.53
C0210,2020,6.22,40.98,31.79
C0210,2021,18.63,31.72,38.19
C0210,2022,18.89,48.49,55.10
C0210,2023,8.98,36.04,34.46
C0210,2024,24.14,38.49,26.73
C0211,2015,20.76,29.81,46.37
C0211,2016,18.73,31.26,16.68
C0211,2017,20.09,27.18,55.69
C0211,2018,13.24,42.15,55.78
C0211,2019,14.11,25.80,38.97
C0211,2020,22.40,30.73,17.71
C0211,2021,5.51,41.22,32.60
C0211,2022,21.05,30.99,31.17
C0211,2023,13.95,43.54,24.92
C0211,2024,14.28,20.57,18.76
C0212,2015,11.51,58.93,23.18
C0212,2016,17.14,49.20,37.78
C0212,2017,18.51,40.15,44.29
C0212,2018,8.22,56.83,58.98
C0212,2019,16.31,54.79,20.79
C0212,2020,14.30,34.66,20.20
C0212,2021,20.64,24.65,15.85
C0212,2022,15.91,30.09,56.95
C0212,2023,13.59,28.35,29.09
C0212,2024,15.58,50.00,56.20
C0213,2015,14.81,41.92,54.47
C0213,2016,23.70,54.00,12.20
C0213,2017,11.24,39.59,23.99
C0213,2018,5.75,50.79,25.13
C0213,2019,18.24,32.94,23.87
C0213,2020,17.08,44.09,31.27
C0213,2021,23.20,45.58,34.97
C0213,2022,7.35,50.37,47.91
C0213,2023,15.45,51.98,23.39
C0213,2024,8.02,31.06,24.94
C0214,2015,14.11,35.40,39.93
C0214,2016,20.99,28.29,18.96
C0214,2017,22.15,49.91,33.66
C0214,2018,21.68,30.83,22.55
C0214,2019,15.95,35.64,19.90
C0214,2020,17.68,52.12,49.78
C0214,2021,16.03,33.59,45.36
C0214,2022,16.22,31.66,22.49
C0214,2023,22.70,46.05,30.76
C0214,2024,9.19,59.01,17.71
C0215,2015,13.78,22.50,12.66
C0215,2016,17.20,53.39,39.26
C0215,2017,20.31,24.86,28.18
C0215,2018,20.24,33.80,20.36
C0215,2019,7.34,36.67,15.73
C0215,2020,9.44,48.75,44.00
C0215,2021,23.23,57.06,23.57
C0215,2022,12.15,24.08,55.37
C0215,2023,5.05,49.79,19.64
C0215,2024,9.00,32.89,22.19
C0216,2015,24.39,56.08,52.59
C0216,2016,11.19,31.13,38.62
C0216,2017,17.27,47.75,15.42
C0216,2018,19.53,26.59,37.47
C0216,2019,17.93,58.32,25.41
C0216,2020,12.55,20.17,46.85
C0216,2021,13.61,29.31,13.89
C0216,2022,21.76,47.04,55.89
C0216,2023,18.26,54.14,33.91
C0216,2024,5.47,59.74,46.71
C0217,2015,9.07,26.93,45.23
C0217,2016,10.73,32.29,18.91
C0217,2017,12.31,55.67,54.00
C0217,2018,16.54,21.30,21.64
C0217,2019,12.33,49.33,19.53
C0217,2020,21.50,36.92,36.03
C0217,2021,14.48,47.55,59.23
C0217,2022,15.04,41.00,25.67
C0217,2023,13.55,45.08,58.22
C0217,2024,11.21,46.67,31.75
C0218,2015,19.50,45.25,51.73
C0218,2016,9.59,46.58,36.50
C0218,2017,18.79,42.73,20.26
C0218,2018,15.59,48.56,54.00
C0218,2019,7.05,51.04,13.60
C0218,2020,5.36,51.52,44.14
C0218,2021,8.39,54.14,51.54
C0218,2022,20.22,32.66,51.60
C0218,2023,12.69,49.83,42.76
C0218,2024,21.10,57.87,22.55
C0219,2015,15.04,34.70,36.58
C0219,2016,5.65,51.11,41.48
C0219,2017,21.92,31.66,54.48
C0219,2018,23.73,27.02,17.98
C0219,2019,6.48,37.86,33.25
C0219,2020,9.17,52.26,26.66
C0219,2021,19.31,32.28,31.39
C0219,2022,24.94,31.80,19.15
C0219,2023,22.53,31.11,20.87
C0219,2024,6.98,28.72,48.49
C0220,2015,17.14,44.44,33.92
C0220,2016,18.30,29.73,35.71
C0220,2017,17.62,57.40,54.87
C0220,2018,16.36,33.84,22.00
C0220,2019,10.84,41.70,26.46
C0220,2020,18.37,36.37,25.43
C0220,2021,19.57,58.51,42.96
C0220,2022,16.52,36.96,38.12
C0220,2023,14.94,42.55,33.58
C0220,2024,9.38,50.54,43.40
C0221,2015,15.89,26.85,34.20
C0221,2016,7.57,21.31,50.80
C0221,2017,6.45,38.20,30.51
