Company_ID,Year,Board_Independence,Female_Board,Exec_Comp_to_Revenue
C0147,2021,59.51,36.40,1.40
C0147,2022,50.85,41.83,4.24
C0147,2023,63.68,12.52,5.97
C0147,2024,56.10,43.94,1.30
C0148,2015,89.24,14.93,2.36
C0148,2016,86.95,17.03,1.65
C0148,2017,55.77,43.46,2.85
C0148,2018,63.76,14.99,5.18
C0148,2019,70.37,36.95,5.65
C0148,2020,65.95,21.79,5.20
C0148,2021,78.00,19.93,4.46
C0148,2022,70.14,36.01,4.59
C0148,2023,72.61,14.27,1.60
C0148,2024,77.11,32.98,2.24
C0149,2015,50.95,46.98,2.82
C0149,2016,50.50,44.06,1.25
C0149,2017,57.12,44.04,5.11
C0149,2018,78.73,22.12,2.28
C0149,2019,59.62,38.05,1.26
C0149,2020,86.81,41.20,1.37
C0149,2021,53.14,46.06,5.85
C0149,2022,73.20,20.57,5.56
C0149,2023,51.02,40.43,5.79
C0149,2024,88.88,19.29,5.78
C0150,2015,58.55,11.11,5.00
C0150,2016,73.51,29.27,2.38
C0150,2017,88.12,40.64,2.62
C0150,2018,51.21,18.57,3.01
C0150,2019,70.51,11.94,4.93
C0150,2020,71.07,24.95,5.63
C0150,2021,64.06,18.12,3.20
C0150,2022,76.18,25.28,2.51
C0150,2023,71.70,46.83,2.21
C0150,2024,59.97,39.76,2.28
C0151,2015,78.21,24.92,1.03
C0151,2016,68.65,23.00,2.17
C0151,2017,68.81,46.85,2.47
C0151,2018,88.08,45.55,4.88
C0151,2019,71.40,34.16,3.74
C0151,2020,81.39,24.30,2.66
C0151,2021,84.70,41.69,3.99
C0151,2022,73.23,36.55,4.94
C0151,2023,81.45,32.59,4.05
C0151,2024,62.38,39.54,1.35
C0152,2015,57.28,15.38,2.21
C0152,2016,77.82,47.21,2.43
C0152,2017,87.05,48.92,2.81
C0152,2018,51.70,24.18,1.12
C0152,2019,80.52,47.87,4.72
C0152,2020,51.14,41.83,3.35
C0152,2021,68.34,47.64,5.48
C0152,2022,77.09,46.70,3.59
C0152,2023,66.21,18.04,5.94
C0152,2024,62.04,20.40,4.50
C0153,2015,57.47,20.42,5.43
C0153,2016,89.11,13.77,5.87
C0153,2017,72.81,25.91,3.36
C0153,2018,55.11,24.50,4.17
C0153,2019,51.93,23.76,5.57
C0153,2020,59.74,23.96,3.88
C0153,2021,71.55,12.48,1.26
C0153,2022,80.08,17.44,4.48
C0153,2023,89.24,21.84,5.68
C0153,2024,83.36,45.56,4.91
C0154,2015,74.48,47.06,4.96
C0154,2016,76.66,21.41,1.40
C0154,2017,70.88,37.77,4.69
C0154,2018,67.38,44.02,1.16
C0154,2019,81.39,30.25,5.65
C0154,2020,57.09,40.22,5.57
C0154,2021,63.36,49.03,5.90
C0154,2022,89.15,16.49,2.52
C0154,2023,72.87,12.82,3.70
C0154,2024,69.94,35.60,3.89
C0155,2015,84.03,30.34,3.78
C0155,2016,80.48,21.86,3.06
C0155,2017,63.04,46.66,5.93
C0155,2018,75.04,43.83,5.43
C0155,2019,57.42,20.58,4.05
C0155,2020,52.12,40.97,4.24
C0155,2021,89.59,43.14,4.57
C0155,2022,79.49,23.01,4.02
C0155,2023,87.23,13.97,4.54
C0155,2024,83.28,44.02,5.08
C0156,2015,67.12,13.87,5.89
C0156,2016,84.46,29.14,5.25
C0156,2017,81.47,17.77,1.65
C0156,2018,60.33,47.10,3.73
C0156,2019,74.92,14.28,4.16
C0156,2020,62.20,14.68,2.33
C0156,2021,59.36,38.07,3.38
C0156,2022,53.27,18.22,5.66
C0156,2023,71.73,15.29,2.29
C0156,2024,65.70,16.73,2.59
C0157,2015,53.52,33.84,5.54
C0157,2016,78.73,18.91,1.47
C0157,2017,78.92,25.09,5.40
C0157,2018,59.41,43.99,2.52
C0157,2019,88.24,17.03,3.49
C0157,2020,81.11,43.05,4.21
C0157,2021,82.21,41.02,4.23
C0157,2022,50.15,43.25,5.90
C0157,2023,89.14,23.88,1.17
C0157,2024,89.61,28.89,4.52
C0158,2015,70.29,38.28,5.23
C0158,2016,89.40,11.50,3.94
C0158,2017,74.49,36.55,5.88
C0158,2018,55.36,14.80,3.09
C0158,2019,82.57,21.52,4.75
C0158,2020,72.32,42.39,4.43
C0158,2021,63.69,35.42,1.16
C0158,2022,59.45,34.87,3.76
C0158,2023,70.76,19.08,2.30
C0158,2024,77.67,36.72,3.64
C0159,2015,85.08,15.27,5.42
C0159,2016,73.95,48.59,4.15
C0159,2017,66.61,20.11,3.97
C0159,2018,75.29,43.07,4.36
C0159,2019,69.88,46.81,3.64
C0159,2020,76.08,16.87,3.24
C0159,2021,74.36,10.39,2.87
C0159,2022,89.15,44.97,4.50
C0159,2023,74.89,40.56,4.88
C0159,2024,77.64,16.17,3.12
C0160,2015,85.70,43.22,1.22
C0160,2016,86.52,42.42,3.72
C0160,2017,55.64,28.45,3.87
C0160,2018,68.15,47.87,3.39
C0160,2019,87.71,33.28,2.80
C0160,2020,88.39,27.72,5.48
C0160,2021,57.60,10.53,3.41
C0160,2022,67.75,48.11,4.99
C0160,2023,61.15,15.13,4.19
C0160,2024,81.63,21.85,4.94
C0161,2015,84.09,39.18,5.39
C0161,2016,68.77,10.21,2.22
C0161,2017,77.03,31.70,5.14
C0161,2018,84.80,16.36,4.61
C0161,2019,78.38,10.90,3.81
C0161,2020,56.26,35.67,3.72
C0161,2021,78.48,34.12,2.56
C0161,2022,56.36,39.37,3.70
C0161,2023,76.15,34.73,2.92
C0161,2024,63.34,27.68,5.44
C0162,2015,52.26,29.14,3.91
C0162,2016,59.06,18.80,2.50
C0162,2017,68.74,13.35,1.72
C0162,2018,89.76,44.43,4.47
C0162,2019,60.23,37.65,4.32
C0162,2020,89.15,14.92,2.80
C0162,2021,64.57,20.57,1.81
C0162,2022,88.40,44.53,4.58
C0162,2023,88.24,48.39,2.35
C0162,2024,55.72,41.65,5.31
C0163,2015,83.15,32.80,4.63
C0163,2016,70.69,44.77,5.46
C0163,2017,77.45,35.07,5.92
C0163,2018,81.04,37.98,2.71
C0163,2019,54.98,43.08,3.52
C0163,2020,81.96,24.16,3.02
C0163,2021,62.11,41.38,1.39
C0163,2022,79.29,18.28,3.02
C0163,2023,72.95,17.77,3.22
C0163,2024,77.39,42.45,1.87
C0164,2015,74.92,32.55,5.42
C0164,2016,82.42,26.56,2.46
C0164,2017,85.78,30.94,4.79
C0164,2018,67.96,49.12,1.38
C0164,2019,65.69,45.77,1.15
C0164,2020,59.69,30.30,5.98
C0164,2021,82.55,31.89,1.62
C0164,2022,88.68,34.57,4.83
C0164,2023,57.81,41.63,4.02
C0164,2024,68.31,44.95,3.26
C0165,2015,80.81,15.86,1.18
C0165,2016,75.44,35.13,2.64
C0165,2017,82.60,19.09,5.50
C0165,2018,50.65,34.87,5.53
C0165,2019,86.45,16.85,4.00
C0165,2020,52.45,42.32,3.87
C0165,2021,67.82,36.44,3.13
C0165,2022,61.03,44.64,4.88
C0165,2023,87.13,47.78,5.41
C0165,2024,61.01,47.36,4.64
C0166,2015,64.93,15.81,3.63
C0166,2016,85.53,25.07,4.17
C0166,2017,71.50,29.32,2.10
C0166,2018,85.93,41.56,5.96
C0166,2019,76.44,10.59,5.68
C0166,2020,53.17,47.02,5.78
C0166,2021,67.39,26.29,1.83
C0166,2022,57.06,35.24,4.26
C0166,2023,52.61,49.22,4.28
C0166,2024,64.95,45.31,2.78
C0167,2015,86.34,24.49,5.33
C0167,2016,54.71,29.38,4.91
C0167,2017,50.27,40.80,4.60
C0167,2018,87.40,39.74,1.14
C0167,2019,71.20,38.19,5.95
C0167,2020,72.34,10.43,4.59
C0167,2021,87.14,17.96,5.85
C0167,2022,78.01,18.87,1.43
C0167,2023,83.07,20.02,4.47
C0167,2024,80.82,13.85,4.72
C0168,2015,74.47,42.26,1.32
C0168,2016,77.54,23.65,1.32
C0168,2017,72.43,41.02,4.81
C0168,2018,64.22,47.26,4.99
C0168,2019,61.41,22.52,5.55
C0168,2020,57.04,28.15,4.86
C0168,2021,64.16,13.50,2.20
C0168,2022,73.08,21.79,5.84
C0168,2023,73.50,31.85,2.34
C0168,2024,77.34,17.21,4.64
C0169,2015,85.18,31.48,3.65
C0169,2016,76.07,22.52,1.61
C0169,2017,56.84,49.60,5.64
C0169,2018,51.03,25.03,3.94
C0169,2019,57.87,11.56,1.46
C0169,2020,86.32,28.92,2.92
C0169,2021,72.71,23.36,4.82
C0169,2022,83.94,24.80,4.09
C0169,2023,59.37,24.82,2.12
C0169,2024,78.40,45.25,3.85
C0170,2015,79.27,29.93,2.54
C0170,2016,82.38,20.11,3.64
C0170,2017,71.42,41.70,2.59
C0170,2018,81.74,27.74,3.48
C0170,2019,87.42,15.81,5.21
C0170,2020,88.30,49.94,2.06
C0170,2021,55.02,11.09,1.01
C0170,2022,74.97,38.37,1.77
C0170,2023,54.54,43.90,5.21
C0170,2024,86.90,24.15,3.08
C0171,2015,88.22,16.29,4.70
C0171,2016,69.98,27.46,1.15
C0171,2017,88.40,29.30,1.73
C0171,2018,80.65,49.99,3.84
C0171,2019,77.84,10.78,4.60
C0171,2020,73.23,36.24,4.94
C0171,2021,66.27,42.18,4.22
C0171,2022,88.55,34.72,4.78
C0171,2023,57.88,35.20,1.83
C0171,2024,82.10,45.01,4.29
C0172,2015,64.70,32.61,3.13
C0172,2016,80.13,45.26,5.57
C0172,2017,56.55,18.41,4.08
C0172,2018,64.93,30.64,3.71
C0172,2019,87.85,11.34,3.89
C0172,2020,72.29,42.14,5.16
C0172,2021,69.65,41.09,1.06
C0172,2022,80.08,31.56,5.30
C0172,2023,66.68,25.83,1.15
C0172,2024,69.72,24.80,3.91
C0173,2015,72.42,18.04,3.51
C0173,2016,89.60,27.12,2.85
C0173,2017,82.21,22.16,1.64
C0173,2018,51.59,33.11,1.62
C0173,2019,81.34,41.46,4.71
C0173,2020,70.12,37.77,1.57
C0173,2021,59.23,30.56,4.44
C0173,2022,84.14,47.94,5.95
C0173,2023,60.82,17.89,4.41
C0173,2024,62.82,35.60,1.38
C0174,2015,52.52,13.52,3.71
C0174,2016,89.10,36.92,5.17
C0174,2017,81.82,39.01,5.77
C0174,2018,55.92,41.30,4.64
C0174,2019,69.58,36.55,2.55
C0174,2020,63.47,14.90,2.26
C0174,2021,51.30,11.77,4.92
C0174,2022,87.09,38.57,4.80
C0174,2023,83.58,41.93,3.43
C0174,2024,89.48,11.31,1.43
C0175,2015,59.70,16.00,4.36
C0175,2016,77.98,41.61,3.95
C0175,2017,54.73,48.71,1.06
C0175,2018,67.26,30.82,4.21
C0175,2019,83.87,16.13,1.66
C0175,2020,50.32,22.85,5.13
C0175,2021,69.23,41.26,4.37
C0175,2022,67.39,31.73,1.26
C0175,2023,77.64,12.31,3.66
C0175,2024,59.52,22.34,5.03
C0176,2015,56.93,40.11,5.15
C0176,2016,76.03,23.03,1.43
C0176,2017,75.65,27.29,1.39
C0176,2018,80.07,46.20,4.87
C0176,2019,59.88,49.39,2.16
C0176,2020,50.65,40.29,3.97
C0176,2021,85.12,19.61,4.04
C0176,2022,58.25,19.73,4.15
C0176,2023,66.72,22.17,2.69
C0176,2024,68.74,16.42,1.20
C0177,2015,57.49,17.15,3.69
C0177,2016,70.83,20.24,3.58
C0177,2017,86.57,36.40,3.17
C0177,2018,60.85,34.50,2.40
C0177,2019,70.81,23.64,5.22
C0177,2020,62.35,17.87,2.85
C0177,2021,89.23,34.96,1.63
C0177,2022,58.82,15.23,4.79
C0177,2023,54.37,15.85,4.18
C0177,2024,55.70,25.33,2.55
C0178,2015,64.68,32.69,1.76
C0178,2016,72.11,39.13,3.20
C0178,2017,76.72,37.48,1.33
C0178,2018,72.50,25.14,2.11
C0178,2019,86.22,36.19,5.82
C0178,2020,64.41,18.45,1.75
C0178,2021,78.49,29.75,2.37
C0178,2022,60.73,34.61,1.69
C0178,2023,77.27,39.78,5.56
C0178,2024,87.03,13.18,5.62
C0179,2015,89.14,14.05,1.30
C0179,2016,79.19,12.95,5.49
C0179,2017,87.70,31.86,1.71
C0179,2018,77.22,32.80,2.99
C0179,2019,88.53,10.44,3.93
C0179,2020,85.92,36.27,3.31
C0179,2021,54.26,40.53,1.68
C0179,2022,68.96,14.66,4.96
C0179,2023,63.90,23.49,4.44
C0179,2024,51.08,44.00,5.71
C0180,2015,68.68,37.49,2.76
C0180,2016,55.93,22.19,3.15
C0180,2017,51.46,39.69,2.75
C0180,2018,67.80,45.49,1.31
C0180,2019,59.30,22.37,1.27
C0180,2020,87.41,37.37,4.81
C0180,2021,82.51,13.74,2.42
C0180,2022,88.25,12.35,3.44
C0180,2023,85.26,33.45,5.89
C0180,2024,79.12,29.70,1.09
C0181,2015,73.91,42.40,3.59
C0181,2016,52.62,41.21,3.59
C0181,2017,60.63,21.47,5.99
C0181,2018,78.43,30.49,5.17
C0181,2019,66.05,40.23,1.33
C0181,2020,63.01,20.84,1.79
C0181,2021,54.16,24.48,1.17
C0181,2022,52.81,12.39,1.98
C0181,2023,58.40,15.22,2.06
C0181,2024,83.38,34.41,1.45
C0182,2015,76.52,29.87,3.64
C0182,2016,63.64,16.74,5.88
C0182,2017,52.44,10.29,5.02
C0182,2018,57.53,16.76,2.02
C0182,2019,68.00,39.99,4.91
C0182,2020,56.13,13.75,5.91
C0182,2021,80.50,26.10,5.18
C0182,2022,81.55,19.55,3.34
C0182,2023,55.47,31.98,2.35
C0182,2024,79.07,30.46,4.74
C0183,2015,70.49,49.32,4.93
C0183,2016,88.50,40.92,2.48
C0183,2017,81.50,47.53,2.12
C0183,2018,73.41,33.12,4.36
C0183,2019,74.14,39.51,5.44
C0183,2020,57.16,45.80,1.10
C0183,2021,85.75,11.64,5.94
C0183,2022,72.37,46.62,1.96
C0183,2023,72.96,18.47,2.75
C0183,2024,73.02,38.20,1.26
C0184,2015,61.05,40.93,1.28
C0184,2016,82.48,14.37,2.36
C0184,2017,84.49,48.12,3.83
C0184,2018,61.52,47.06,5.51
C0184,2019,67.67,36.18,1.35
C0184,2020,57.17,16.21,3.73
C0184,2021,59.54,32.64,3.08
C0184,2022,63.44,23.77,5.95
C0184,2023,86.08,47.23,1.94
C0184,2024,75.05,26.27,2.85
C0185,2015,73.52,37.75,1.17
C0185,2016,87.87,35.48,5.57
C0185,2017,81.65,20.84,4.11
C0185,2018,50.64,31.42,3.94
C0185,2019,54.97,26.40,1.24
C0185,2020,59.91,24.99,1.49
C0185,2021,62.16,44.56,4.95
C0185,2022,83.36,15.59,3.75
C0185,2023,80.80,26.42,2.00
C0185,2024,55.82,10.27,3.75
C0186,2015,71.36,20.48,5.84
C0186,2016,54.36,34.87,1.52
C0186,2017,56.92,13.50,5.85
C0186,2018,59.69,20.85,4.88
C0186,2019,86.21,45.21,1.72
C0186,2020,64.63,37.67,5.07
C0186,2021,86.63,12.81,4.72
C0186,2022,80.03,49.70,3.87
C0186,2023,79.98,47.81,4.87
C0186,2024,82.14,15.67,1.71
C0187,2015,53.84,46.87,4.61
C0187,2016,82.58,32.00,4.20
C0187,2017,60.10,47.18,2.42
C0187,2018,89.36,48.72,4.45
C0187,2019,83.93,37.74,4.39
C0187,2020,89.87,21.65,2.20
C0187,2021,87.48,46.99,1.74
C0187,2022,64.39,32.94,2.81
C0187,2023,87.67,23.66,3.00
C0187,2024,63.21,28.40,5.12
C0188,2015,76.37,26.25,3.18
C0188,2016,82.75,47.41,4.68
C0188,2017,65.28,42.79,3.31
C0188,2018,58.15,11.25,1.34
C0188,2019,85.80,10.39,4.26
C0188,2020,54.13,12.77,5.48
C0188,2021,64.60,34.42,3.59
C0188,2022,71.62,42.58,4.51
C0188,2023,82.19,30.60,4.89
C0188,2024,84.75,31.39,3.34
C0189,2015,70.47,19.62,2.25
C0189,2016,72.94,28.37,5.30
C0189,2017,84.15,20.27,5.14
C0189,2018,68.68,20.96,5.30
C0189,2019,72.36,25.65,5.13
C0189,2020,50.74,11.90,1.67
C0189,2021,88.04,48.20,3.07
C0189,2022,72.67,46.57,1.96
C0189,2023,79.10,41.85,1.78
C0189,2024,59.92,32.74,4.91
C0190,2015,76.26,42.52,3.41
C0190,2016,68.40,48.97,1.45
C0190,2017,54.50,21.34,3.03
C0190,2018,83.21,24.57,5.97
C0190,2019,83.57,39.16,2.06
C0190,2020,52.55,35.71,2.99
C0190,2021,65.62,42.99,3.97
C0190,2022,61.26,23.88,2.00
C0190,2023,70.65,22.42,5.84
C0190,2024,69.55,33.42,4.17
C0191,2015,76.26,15.83,2.15
C0191,2016,59.90,11.58,3.23
C0191,2017,58.87,19.77,2.80
C0191,2018,78.93,16.33,1.61
C0191,2019,89.05,10.27,2.42
C0191,2020,87.85,41.12,3.77
C0191,2021,81.68,31.73,1.44
C0191,2022,52.70,36.76,1.24
C0191,2023,59.51,16.52,3.71
C0191,2024,77.59,20.27,3.17
C0192,2015,61.83,12.40,1.94
C0192,2016,65.74,49.90,4.56
C0192,2017,88.15,14.12,1.44
C0192,2018,53.45,13.61,2.35
C0192,2019,84.45,34.57,1.51
C0192,2020,52.01,23.28,4.64
C0192,2021,63.52,45.50,4.16
C0192,2022,72.22,43.26,1.94
C0192,2023,64.26,44.73,3.79
C0192,2024,88.29,39.41,4.48
C0193,2015,70.18,15.27,1.17
C0193,2016,79.35,12.54,4.32
C0193,2017,78.08,12.59,2.56
C0193,2018,83.40,42.07,1.68
C0193,2019,84.56,36.28,5.11
C0193,2020,68.65,49.24,4.03
C0193,2021,84.52,35.74,3.73
C0193,2022,76.14,19.97,5.18
C0193,2023,77.44,13.58,2.33
C0193,2024,56.93,24.62,1.07
C0194,2015,59.80,17.99,5.74
C0194,2016,77.51,35.14,2.31
C0194,2017,60.63,13.84,4.17
C0194,2018,69.60,40.90,5.89
C0194,2019,69.60,37.86,2.17
C0194,2020,59.36,39.45,5.96
C0194,2021,72.66,48.62,3.69
C0194,2022,72.55,36.02,5.79
C0194,2023,55.16,41.54,1.43
C0194,2024,65.24,13.41,3.66
C0195,2015,64.63,47.72,5.72
C0195,2016,72.48,18.74,1.78
C0195,2017,79.97,29.72,2.38
C0195,2018,50.73,48.28,2.06
C0195,2019,55.30,17.17,5.83
C0195,2020,62.08,11.42,2.32
C0195,2021,82.42,21.88,1.60
C0195,2022,69.22,16.26,4.98
C0195,2023,70.44,36.72,3.57
C0195,2024,66.37,21.13,3.95
C0196,2015,66.61,12.51,4.03
C0196,2016,89.10,45.72,4.07
C0196,2017,85.95,11.98,3.27
C0196,2018,79.03,20.85,5.88
C0196,2019,62.96,19.61,1.87
C0196,2020,70.55,10.94,5.79
C0196,2021,77.58,16.61,2.46
C0196,2022,65.78,42.59,1.95
C0196,2023,70.98,11.50,4.13
C0196,2024,55.83,10.93,5.46
C0197,2015,53.74,35.36,2.81
C0197,2016,56.69,13.56,1.38
C0197,2017,80.23,24.86,3.68
C0197,2018,57.60,10.09,5.93
C0197,2019,86.99,24.50,2.95
C0197,2020,64.74,22.72,1.10
C0197,2021,56.76,34.51,3.50
C0197,2022,83.01,29.96,2.92
C0197,2023,68.27,37.14,1.33
C0197,2024,65.54,47.43,5.37
C0198,2015,63.18,41.81,4.09
C0198,2016,63.22,47.34,1.77
C0198,2017,76.54,12.17,5.63
C0198,2018,71.63,49.61,3.88
C0198,2019,68.71,22.88,4.45
C0198,2020,67.88,21.07,3.92
C0198,2021,55.68,26.14,5.89
C0198,2022,83.12,41.33,5.45
C0198,2023,87.07,48.17,1.08
C0198,2024,82.09,32.17,1.07
C0199,2015,68.05,16.18,3.44
C0199,2016,88.89,18.56,2.57
C0199,2017,74.75,26.21,3.69
C0199,2018,80.96,24.63,2.69
C0199,2019,79.65,19.53,5.39
C0199,2020,78.31,44.01,1.85
C0199,2021,75.68,21.20,1.29
C0199,2022,58.46,33.71,2.71
C0199,2023,61.78,29.17,1.70
C0199,2024,85.47,46.94,3.96
C0200,2015,57.20,35.16,3.36
C0200,2016,56.08,23.28,4.54
C0200,2017,61.37,35.55,1.36
C0200,2018,64.50,22.76,4.77
C0200,2019,72.13,13.63,2.38
C0200,2020,74.22,29.41,4.36
C0200,2021,81.63,44.41,2.46
C0200,2022,52.94,46.37,5.17
C0200,2023,58.33,31.75,5.17
C0200,2024,70.21,37.98,2.53
C0201,2015,60.03,34.43,5.55
C0201,2016,84.94,42.43,2.61
C0201,2017,75.61,14.13,5.48
C0201,2018,69.61,26.05,1.97
C0201,2019,50.02,20.12,2.44
C0201,2020,84.35,10.26,5.42
C0201,2021,68.43,43.20,1.40
C0201,2022,71.26,15.37,4.51
C0201,2023,77.93,22.94,4.41
C0201,2024,87.50,44.68,5.86
C0202,2015,56.33,38.85,5.86
C0202,2016,52.85,32.71,3.40
C0202,2017,54.88,22.41,4.29
C0202,2018,79.63,30.61,1.78
C0202,2019,55.17,12.25,2.13
C0202,2020,70.04,39.09,3.79
C0202,2021,78.26,19.49,2.19
C0202,2022,78.51,29.17,2.08
C0202,2023,66.25,13.78,1.11
C0202,2024,77.94,38.43,1.37
C0203,2015,88.00,45.83,4.56
C0203,2016,51.12,28.24,1.07
C0203,2017,76.86,13.33,5.48
C0203,2018,70.90,47.80,1.39
C0203,2019,58.50,27.88,1.78
C0203,2020,62.31,13.21,2.70
C0203,2021,83.49,17.54,4.63
C0203,2022,73.48,14.79,4.50
C0203,2023,50.58,17.90,2.23
C0203,2024,88.61,16.23,2.63
C0204,2015,76.65,46.92,5.11
C0204,2016,67.71,18.36,3.48
C0204,2017,78.49,27.68,3.29
C0204,2018,58.18,39.20,4.17
C0204,2019,60.42,37.08,3.28
C0204,2020,56.09,48.26,3.17
C0204,2021,65.88,48.64,4.99
C0204,2022,86.19,32.83,5.66
C0204,2023,65.54,40.09,3.75
C0204,2024,61.52,25.44,2.45
C0205,2015,78.14,27.17,5.75
C0205,2016,84.78,14.17,4.51
C0205,2017,59.77,36.94,4.27
C0205,2018,82.32,20.82,4.03
C0205,2019,62.19,13.19,4.70
C0205,2020,59.89,13.93,4.88
C0205,2021,68.92,38.90,4.96
C0205,2022,52.67,19.16,5.88
C0205,2023,84.49,40.80,3.06
C0205,2024,84.97,46.24,2.21
C0206,2015,77.10,23.63,2.97
C0206,2016,62.12,41.76,4.83
C0206,2017,56.67,27.15,3.70
C0206,2018,77.95,40.89,5.32
C0206,2019,54.12,22.27,2.18
C0206,2020,66.44,47.26,4.69
C0206,2021,53.55,49.49,2.25
C0206,2022,67.06,25.45,5.00
C0206,2023,55.38,17.96,3.19
C0206,2024,51.29,37.41,5.95
C0207,2015,67.99,33.34,4.34
C0207,2016,72.71,49.66,4.71
C0207,2017,67.57,42.46,1.21
C0207,2018,57.05,43.40,4.52
C0207,2019,53.10,39.06,3.09
C0207,2020,55.05,24.03,2.62
C0207,2021,79.08,47.43,4.98
C0207,2022,50.64,28.63,2.14
C0207,2023,84.53,25.98,1.91
C0207,2024,83.60,17.77,2.78
C0208,2015,85.22,22.16,4.15
C0208,2016,85.15,10.09,2.29
C0208,2017,76.70,36.40,3.79
C0208,2018,83.90,34.22,2.92
C0208,2019,79.21,26.12,2.98
C0208,2020,62.00,48.68,2.02
C0208,2021,80.21,37.72,2.61
C0208,2022,74.62,19.71,2.37
C0208,2023,51.10,25.15,2.22
C0208,2024,81.45,30.63,1.40
C0209,2015,84.83,31.81,3.17
C0209,2016,70.70,21.03,2.22
C0209,2017,69.48,19.98,5.81
C0209,2018,67.09,21.98,4.01
C0209,2019,78.75,48.53,3.31
C0209,2020,58.62,24.38,2.69
C0209,2021,80.96,24.97,3.30
C0209,2022,61.69,38.81,2.71
C0209,2023,60.46,16.51,5.28
C0209,2024,82.37,35.73,2.28
C0210,2015,56.98,36.65,2.40
C0210,2016,84.50,12.58,4.55
C0210,2017,89.11,17.60,5.50
C0210,2018,62.79,28.66,4.40
C0210,2019,87.11,43.42,1.42
C0210,2020,72.66,39.29,5.49
C0210,2021,60.37,44.94,4.85
C0210,2022,68.11,44.04,2.20
C0210,2023,82.00,30.46,1.31
C0210,2024,76.67,34.89,4.59
C0211,2015,69.79,46.83,2.17
C0211,2016,60.29,39.64,3.62
C0211,2017,79.03,24.32,1.45
C0211,2018,62.53,24.01,3.84
C0211,2019,63.24,24.66,1.11
C0211,2020,79.88,29.81,3.67
C0211,2021,72.34,24.50,5.17
C0211,2022,57.43,17.50,3.90
C0211,2023,77.48,33.80,5.42
C0211,2024,60.32,44.77,3.74
C0212,2015,80.42,29.70,4.44
C0212,2016,69.15,18.77,2.83
C0212,2017,73.80,42.52,2.48
C0212,2018,74.04,40.23,2.68
C0212,2019,55.87,38.01,1.51
C0212,2020,76.02,36.99,2.27
C0212,2021,84.69,41.29,2.94
C0212,2022,85.65,43.21,2.71
C0212,2023,77.54,45.93,3.48
C0212,2024,88.76,34.40,3.44
C0213,2015,73.93,25.74,4.68
C0213,2016,60.19,13.60,2.98
C0213,2017,76.41,38.90,4.39
C0213,2018,86.37,15.65,5.45
C0213,2019,64.35,44.74,3.28
C0213,2020,60.59,26.23,3.77
C0213,2021,88.66,45.05,4.39
C0213,2022,80.66,30.74,3.47
C0213,2023,51.99,28.14,1.82
C0213,2024,72.45,24.54,2.47
C0214,2015,59.38,12.45,1.14
C0214,2016,61.47,10.46,4.42
C0214,2017,53.50,30.35,2.40
C0214,2018,59.24,46.04,5.12
C0214,2019,70.21,33.44,4.28
C0214,2020,53.14,44.50,4.68
C0214,2021,85.59,49.99,5.41
C0214,2022,81.02,17.14,3.13
C0214,2023,65.26,36.38,1.94
C0214,2024,55.21,26.68,5.68
C0215,2015,89.76,18.35,5.98
C0215,2016,72.53,19.64,2.09
C0215,2017,66.92,19.79,4.70
C0215,2018,57.95,39.19,1.36
C0215,2019,58.13,24.20,1.14
C0215,2020,81.85,20.23,4.38
C0215,2021,70.80,45.44,2.28
C0215,2022,89.36,11.37,5.34
C0215,2023,88.12,39.42,3.57
C0215,2024,58.27,48.42,4.91
C0216,2015,89.98,35.03,1.52
C0216,2016,89.46,31.93,5.37
C0216,2017,81.97,12.46,1.95
C0216,2018,65.64,30.12,3.84
C0216,2019,58.97,24.46,4.05
C0216,2020,54.13,41.12,1.33
C0216,2021,52.08,42.47,5.89
C0216,2022,82.83,16.70,2.51
C0216,2023,87.82,30.89,4.57
C0216,2024,80.90,44.40,4.16
C0217,2015,80.36,34.98,1.17
C0217,2016,66.61,29.24,5.31
C0217,2017,75.65,45.92,2.52
C0217,2018,76.85,48.66,2.25
C0217,2019,60.29,19.41,1.29
C0217,2020,79.55,17.31,2.25
C0217,2021,55.84,44.59,4.10
C0217,2022,61.74,19.72,2.00
C0217,2023,73.59,43.91,3.33
C0217,2024,71.58,22.05,5.00
C0218,2015,78.18,10.77,5.78
C0218,2016,73.32,26.88,4.50
C0218,2017,51.98,11.61,1.98
C0218,2018,89.11,18.32,2.92
C0218,2019,80.54,29.17,3.77
C0218,2020,85.22,11.54,5.36
C0218,2021,82.16,11.33,3.74
C0218,2022,58.50,16.21,3.46
C0218,2023,87.31,28.51,2.30
C0218,2024,89.36,48.96,3.50
C0219,2015,53.15,13.74,2.59
C0219,2016,56.34,34.88,3.82
C0219,2017,89.61,29.88,5.04
C0219,2018,61.74,12.41,5.73
C0219,2019,82.79,11.37,5.05
C0219,2020,52.97,18.87,5.14
C0219,2021,79.30,37.39,2.79
C0219,2022,78.06,48.50,4.48
C0219,2023,87.51,32.24,2.94
C0219,2024,79.15,11.83,1.12
C0220,2015,51.66,20.32,5.42
C0220,2016,68.02,47.69,1.26
C0220,2017,63.92,10.50,1.58
C0220,2018,72.83,34.09,1.09
C0220,2019,67.13,17.16,1.34
C0220,2020,61.23,12.65,1.30
C0220,2021,76.44,20.18,4.39
C0220,2022,62.45,47.48,5.27
C0220,2023,84.03,40.47,4.98
C0220,2024,62.92,16.85,4.13
